refcode,n_metals,is_polymeric,has_disorder,old_record_generated,scope_class
NEKZUY,5,True,True,False,molecular_multinuclear_supported
FOPHIE,6,True,False,True,molecular_multinuclear_supported
CAQHOV02,2,False,False,True,molecular_multinuclear_supported
NIDQIC,2,False,False,True,molecular_multinuclear_supported
AQOPUS,6,True,False,True,molecular_multinuclear_supported
YECZEN,2,False,False,False,ambiguous_bonding_uncertain
MEFSAS,3,True,False,True,molecular_multinuclear_supported
MEBFAA,24,True,True,False,polymeric_or_extended_future_scope
HIGYUU,4,False,True,True,molecular_multinuclear_supported
HAPYOP,2,False,False,True,molecular_multinuclear_supported
LADJOQ,4,False,True,True,molecular_multinuclear_supported
RIRTOD,4,False,False,True,molecular_multinuclear_supported
UQAVAK,12,False,True,False,molecular_multinuclear_supported
CABTOR,3,True,True,True,molecular_multinuclear_supported
GAHZAS,2,True,False,True,molecular_multinuclear_supported
DOQFEU,6,False,False,False,molecular_multinuclear_supported
SOKYAS10,2,False,False,True,molecular_multinuclear_supported
YUNFUI,2,False,False,True,molecular_multinuclear_supported
KEJDEM,6,True,True,True,molecular_multinuclear_supported
PEGJUJ,3,False,False,True,molecular_multinuclear_supported
CASFOT,10,True,False,True,molecular_multinuclear_supported
PUVJOG,6,True,True,True,molecular_multinuclear_supported
HOBZOP,2,False,True,False,disorder_or_partial_occupancy
FANBII,2,False,False,True,molecular_multinuclear_supported
FASHUF,4,False,True,True,molecular_multinuclear_supported
NUTMUM,2,False,False,True,molecular_multinuclear_supported
ANERUH,3,False,False,True,molecular_multinuclear_supported
RIHXEN,4,False,False,True,molecular_multinuclear_supported
NUDNUW07,17,True,True,False,polymeric_or_extended_future_scope
QAGZAZ,2,True,False,True,molecular_multinuclear_supported
JOGKUM,8,False,False,True,molecular_multinuclear_supported
ETEFIU,2,False,False,True,molecular_multinuclear_supported
NAYDAS02,2,False,False,True,molecular_multinuclear_supported
XUDXIE,2,False,False,True,molecular_multinuclear_supported
REXTUK,2,True,True,True,molecular_multinuclear_supported
MOLQEL02,7,True,True,True,molecular_multinuclear_supported
AHAGUL,3,False,False,True,molecular_multinuclear_supported
XEJPIN,2,False,False,True,molecular_multinuclear_supported
UFIFIZ,2,False,False,True,molecular_multinuclear_supported
QABLIQ,3,False,False,True,molecular_multinuclear_supported
YIJFAC,12,False,False,True,molecular_multinuclear_supported
RAKTON,2,False,True,True,molecular_multinuclear_supported
HOPXAP,4,False,True,True,molecular_multinuclear_supported
EWUJAI,3,True,False,True,molecular_multinuclear_supported
EKAJOP,6,False,False,True,molecular_multinuclear_supported
TOHLIN,3,False,False,True,molecular_multinuclear_supported
PUCGOK,4,False,True,True,molecular_multinuclear_supported
PETVUJ,4,False,True,True,molecular_multinuclear_supported
TAYZEB,8,True,True,True,molecular_multinuclear_supported
RIMCUL,2,False,False,True,molecular_multinuclear_supported
ILUJEF,9,True,False,True,molecular_multinuclear_supported
BOYNAF,3,False,True,True,molecular_multinuclear_supported
RERRUD03,4,False,True,True,molecular_multinuclear_supported
ZUWVEU,3,True,False,True,molecular_multinuclear_supported
YUVVIU,4,False,True,True,molecular_multinuclear_supported
UKACOY,2,False,False,True,molecular_multinuclear_supported
CUHVEG01,2,False,False,False,molecular_multinuclear_supported
KICYEB,5,True,False,True,molecular_multinuclear_supported
EKOVAC,6,False,True,True,molecular_multinuclear_supported
OFOFOF,2,False,False,True,molecular_multinuclear_supported
YINPUI,2,True,True,True,molecular_multinuclear_supported
UXUTEN,4,False,True,True,molecular_multinuclear_supported
NUHQOX,2,False,False,True,molecular_multinuclear_supported
CONDAO,2,False,False,True,molecular_multinuclear_supported
MOKYAP62,8,True,False,True,molecular_multinuclear_supported
SONWAT,2,False,False,True,molecular_multinuclear_supported
XOXSOW,4,False,False,True,molecular_multinuclear_supported
XAVRAR01,2,False,False,True,molecular_multinuclear_supported
SEZDAF01,5,True,False,True,molecular_multinuclear_supported
KOGNEZ,2,False,True,False,molecular_multinuclear_supported
ZAQZOG,5,True,False,True,molecular_multinuclear_supported
POTGOY,3,False,True,True,molecular_multinuclear_supported
OLAREZ,6,False,False,True,molecular_multinuclear_supported
TETXOH,2,False,True,True,molecular_multinuclear_supported
YUYHIL,8,False,False,True,molecular_multinuclear_supported
KAHXUN,2,False,False,True,molecular_multinuclear_supported
EFIYOK,3,False,False,True,molecular_multinuclear_supported
ATUBUP01,2,False,False,True,molecular_multinuclear_supported
JOQPOU,6,False,True,False,molecular_multinuclear_supported
UJEYIS,2,False,False,True,molecular_multinuclear_supported
QODPIM,6,False,True,True,molecular_multinuclear_supported
GECQEO,37,False,False,False,polymeric_or_extended_future_scope
FORWUF,15,True,False,False,polymeric_or_extended_future_scope
HAXCUF,4,False,False,True,molecular_multinuclear_supported
AQEMAN,2,False,False,True,molecular_multinuclear_supported
ARABIH,8,False,True,True,molecular_multinuclear_supported
KILZOW,2,False,False,True,molecular_multinuclear_supported
CEVQOK,14,False,False,False,polymeric_or_extended_future_scope
DUZVOM,2,False,False,True,molecular_multinuclear_supported
MULVEU,6,False,True,False,molecular_multinuclear_supported
GAWSIG03,2,False,False,True,molecular_multinuclear_supported
IVOPAM,10,True,True,False,molecular_multinuclear_supported
JAZLUR,4,False,False,True,molecular_multinuclear_supported
TUWMIH,2,False,False,True,molecular_multinuclear_supported
KODDOX,2,False,True,True,molecular_multinuclear_supported
CUIPDT01,4,False,False,False,molecular_multinuclear_supported
FUMLAE,2,False,False,True,molecular_multinuclear_supported
BOLDEM,2,False,False,True,molecular_multinuclear_supported
JOTWEX,6,True,False,True,molecular_multinuclear_supported
NOWBUW,2,False,False,True,molecular_multinuclear_supported
DANXIA,7,False,False,True,molecular_multinuclear_supported
UHIXIT,3,True,False,True,molecular_multinuclear_supported
OFUYOE,2,True,False,True,molecular_multinuclear_supported
VUDSIA,5,True,True,True,molecular_multinuclear_supported
GIHMOZ,2,False,False,True,molecular_multinuclear_supported
EBOJEM,3,True,False,True,molecular_multinuclear_supported
NUDBEW,6,False,False,True,molecular_multinuclear_supported
JUJMIN,6,False,False,True,molecular_multinuclear_supported
AMUQEG,5,True,False,True,molecular_multinuclear_supported
WIRBOR,6,True,False,True,molecular_multinuclear_supported
TODJIF01,2,False,True,True,molecular_multinuclear_supported
VAFBEL,2,False,True,True,molecular_multinuclear_supported
QOTTUP,3,True,False,True,molecular_multinuclear_supported
RAZROA,6,False,False,True,molecular_multinuclear_supported
YEDPED,3,True,False,True,molecular_multinuclear_supported
JEZVAP,4,False,True,True,molecular_multinuclear_supported
BIKNUG01,2,False,False,False,ambiguous_bonding_uncertain
FEZNUV,5,False,False,True,molecular_multinuclear_supported
NIQDEW,3,False,False,False,molecular_multinuclear_supported
KEWJEC,2,False,False,True,molecular_multinuclear_supported
VEWHAK,2,False,False,True,molecular_multinuclear_supported
ADAZAH,6,False,True,False,molecular_multinuclear_supported
RUCMES01,6,False,False,True,molecular_multinuclear_supported
JEXGAV,3,False,False,True,molecular_multinuclear_supported
OCOKUM,2,False,True,True,molecular_multinuclear_supported
QUTCIT,3,False,True,True,molecular_multinuclear_supported
CELGUY,2,False,False,True,molecular_multinuclear_supported
FIPZIR,6,True,False,False,molecular_multinuclear_supported
HUVVEC,5,False,True,True,molecular_multinuclear_supported
MUVRUU,2,False,False,True,molecular_multinuclear_supported
COCLIR,10,True,False,True,molecular_multinuclear_supported
XAHNEC,2,False,False,True,molecular_multinuclear_supported
EQUXUK,4,False,False,True,molecular_multinuclear_supported
ROXCIT,2,False,False,True,molecular_multinuclear_supported
DACHAR,7,True,False,True,molecular_multinuclear_supported
DEBGAU,4,True,False,True,molecular_multinuclear_supported
IVIXUI,2,False,False,True,molecular_multinuclear_supported
ADAJUL,4,False,False,True,molecular_multinuclear_supported
DACDUH,2,False,False,False,ambiguous_bonding_uncertain
GARMES,7,True,False,True,molecular_multinuclear_supported
YIVYEI,2,False,False,True,molecular_multinuclear_supported
SAJHAP,4,False,False,True,molecular_multinuclear_supported
HUZPUO,2,True,False,True,molecular_multinuclear_supported
HISGEZ,2,False,False,False,molecular_multinuclear_supported
IXIQEO,15,True,False,False,polymeric_or_extended_future_scope
SEDJUH,16,True,True,False,polymeric_or_extended_future_scope
PSCORH10,3,False,False,True,molecular_multinuclear_supported
YEGQIO,2,False,False,True,molecular_multinuclear_supported
WOMLIU,2,False,False,True,molecular_multinuclear_supported
CUTEEN,2,False,False,True,molecular_multinuclear_supported
ZOHHOW,30,True,True,False,polymeric_or_extended_future_scope
QATKOP,4,False,False,True,molecular_multinuclear_supported
UMAVAF,3,True,False,True,molecular_multinuclear_supported
OXETMO11,2,False,False,True,molecular_multinuclear_supported
UGEYOW,3,True,False,True,molecular_multinuclear_supported
KEVZEQ,2,True,True,True,molecular_multinuclear_supported
YOLWII,2,True,False,True,molecular_multinuclear_supported
FIHREW,4,False,True,True,molecular_multinuclear_supported
JEXYOB,4,False,True,True,molecular_multinuclear_supported
NUGYOH,12,False,True,True,molecular_multinuclear_supported
HIHQOE,2,False,False,True,molecular_multinuclear_supported
FUMGEZ,4,False,False,True,molecular_multinuclear_supported
SIWJUG,8,True,True,False,molecular_multinuclear_supported
AWAREV,4,True,True,True,molecular_multinuclear_supported
EYAXUA,2,False,True,True,molecular_multinuclear_supported
KOMKEF,3,False,True,True,molecular_multinuclear_supported
PUWBOC,2,False,False,False,molecular_multinuclear_supported
JEHHOU,3,False,True,True,molecular_multinuclear_supported
QUGWUL,6,True,False,True,molecular_multinuclear_supported
PIFZEJ,2,False,False,True,molecular_multinuclear_supported
FUZFAH,3,False,False,True,molecular_multinuclear_supported
OZOHIX,31,True,False,False,polymeric_or_extended_future_scope
OMEDIX,2,False,True,True,molecular_multinuclear_supported
RAXPAI,2,False,False,True,molecular_multinuclear_supported
WETNOA,4,False,True,True,molecular_multinuclear_supported
YUGJEP10,4,False,True,True,molecular_multinuclear_supported
ELOMUN,4,False,False,True,molecular_multinuclear_supported
KINCOC,2,False,True,True,molecular_multinuclear_supported
VEDPAY,32,False,True,False,polymeric_or_extended_future_scope
KEBGUW,2,False,True,True,molecular_multinuclear_supported
XUXMOT,2,False,False,True,molecular_multinuclear_supported
FIXLON,2,True,False,True,molecular_multinuclear_supported
MOGMIF,3,False,False,True,molecular_multinuclear_supported
ELENEP,5,True,False,True,molecular_multinuclear_supported
YOCDUQ,2,False,False,True,molecular_multinuclear_supported
NUGYEU,4,True,False,True,molecular_multinuclear_supported
DAGXER,7,False,False,False,molecular_multinuclear_supported
NERXAN,2,False,False,True,molecular_multinuclear_supported
TALDIX,2,False,True,True,molecular_multinuclear_supported
ERELOD,8,True,True,True,molecular_multinuclear_supported
WOKPUJ,186,False,True,False,polymeric_or_extended_future_scope
HEJRIB,4,False,False,False,molecular_multinuclear_supported
ETPHGC10,3,True,False,False,molecular_multinuclear_supported
UGELUP,3,True,False,True,molecular_multinuclear_supported
FETLEX,2,False,True,True,molecular_multinuclear_supported
RUCGUS,7,True,True,True,molecular_multinuclear_supported
DUQQIR,3,False,False,True,molecular_multinuclear_supported
XOPJAO,3,True,True,True,molecular_multinuclear_supported
XODTES,2,False,True,True,molecular_multinuclear_supported
PIGYAI,2,True,False,True,molecular_multinuclear_supported
SABJUB,3,False,False,True,molecular_multinuclear_supported
WAHRIK,2,False,False,True,molecular_multinuclear_supported
WEWFEM,2,True,False,True,molecular_multinuclear_supported
PUHHEF,4,False,True,True,molecular_multinuclear_supported
QUPXUU,4,False,False,True,molecular_multinuclear_supported
SUDWEW01,2,False,False,True,molecular_multinuclear_supported
MIPPIN,2,False,True,True,molecular_multinuclear_supported
WEZMUN,12,False,True,True,molecular_multinuclear_supported
MICPOG,2,False,False,True,molecular_multinuclear_supported
YABHUF,9,False,False,True,molecular_multinuclear_supported
UJANAU,2,False,True,True,molecular_multinuclear_supported
JAWLUR,3,True,False,True,molecular_multinuclear_supported
GIVDIZ,4,False,True,True,molecular_multinuclear_supported
IMUKOQ,4,False,False,True,molecular_multinuclear_supported
XUSCIB,6,True,False,True,molecular_multinuclear_supported
QACBEF,4,True,True,True,molecular_multinuclear_supported
BARQIV,2,False,False,True,molecular_multinuclear_supported
TOLZOJ,2,False,False,True,molecular_multinuclear_supported
ROZWUA,2,False,True,True,molecular_multinuclear_supported
TUKMUK,3,True,True,True,molecular_multinuclear_supported
OCIDIQ,2,False,False,True,molecular_multinuclear_supported
BOYWIW,5,True,False,True,molecular_multinuclear_supported
LUJNEL,2,False,False,True,molecular_multinuclear_supported
GAXHIY,4,True,False,True,molecular_multinuclear_supported
WISHUD,12,False,False,True,molecular_multinuclear_supported
KOFFOC,3,False,False,True,molecular_multinuclear_supported
IWUHAJ,2,False,True,False,disorder_or_partial_occupancy
IKOXEM,2,False,True,True,molecular_multinuclear_supported
WECGIU02,6,False,False,False,molecular_multinuclear_supported
ZEHCAQ,9,True,False,True,molecular_multinuclear_supported
WIQHOX,2,False,True,True,molecular_multinuclear_supported
QULMOZ,2,False,False,True,molecular_multinuclear_supported
YIJYUO,4,True,False,True,molecular_multinuclear_supported
RUHDEF,11,True,True,True,molecular_multinuclear_supported
NEKXIK,4,False,True,True,molecular_multinuclear_supported
UDAPAQ,2,False,False,True,molecular_multinuclear_supported
DECMUT,2,False,True,False,molecular_multinuclear_supported
ROVGIV,48,False,True,False,polymeric_or_extended_future_scope
ZOZQOX,5,True,True,True,molecular_multinuclear_supported
UGIXOB,5,True,False,True,molecular_multinuclear_supported
LOGFUJ,42,False,False,False,polymeric_or_extended_future_scope
MUZDIU,2,False,False,True,molecular_multinuclear_supported
ARUCAS,2,False,True,True,molecular_multinuclear_supported
YAPHIH,5,True,False,True,molecular_multinuclear_supported
HOHNAX,7,True,False,True,molecular_multinuclear_supported
SIFPOM10,3,False,False,True,molecular_multinuclear_supported
HOSQIP,3,False,True,True,molecular_multinuclear_supported
ZASQEP,4,False,False,True,molecular_multinuclear_supported
KUYLUL,4,False,False,True,molecular_multinuclear_supported
QIVWOJ,2,False,True,True,molecular_multinuclear_supported
DAQCEG,2,False,False,True,molecular_multinuclear_supported
FIRMOI,2,True,False,True,molecular_multinuclear_supported
SOKLAJ,3,True,True,True,molecular_multinuclear_supported
ZISKUH,2,False,False,True,molecular_multinuclear_supported
VUFCOP,6,True,True,True,molecular_multinuclear_supported
QAXRUC,5,True,True,True,molecular_multinuclear_supported
