refcode,metal_count,metals,n_sites,bridge_count,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,identity_keys_present,record_generated,failure_stage,failure_reason
TOHJUX,5,Ag+Ag+Ag+Ag+Ag,7,1,True,True,True,True,True,True,True,True,True,,
YUXQOA,3,Cu+Cu+Cu,2,1,True,True,True,True,True,True,True,True,True,,
CUNCOG,8,Co+Co+Co+Co+Co+Co+Co+Co,13,8,True,True,True,True,True,True,True,True,True,,
WALROS,4,Ni+Ni+Ni+Ni,18,2,True,True,True,True,True,True,True,True,True,,
VAGWUY,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
DEFHEE,4,Ru+Ru+Ru+Ru,10,4,True,True,True,True,True,True,True,True,True,,
KOYZED,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
ELIJUF,5,Y+Y+Y+Y+Y,10,2,True,True,True,True,True,True,True,True,True,,
QUNGIQ,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
XAMTAK,3,Cu+Cu+Cu,12,3,True,True,True,True,True,True,True,True,True,,
TEDMEX,7,Mn+Mn+Mn+Mn+Mn+Mn+Mn,18,6,True,True,True,True,True,True,True,True,True,,
EDELUX03,3,Co+Co+Co,6,2,True,True,True,True,True,True,True,True,True,,
PUMPUM,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
XULPEZ,2,Ag+Ag,3,0,True,True,True,True,True,True,True,True,True,,
VIGHAU,2,Fe+Fe,11,1,True,True,True,True,True,True,True,True,True,,
NUTZOT,3,La+Zn+Zn,16,4,True,True,True,True,True,True,True,True,True,,
EGITOH,10,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,16,9,True,True,True,True,True,True,True,True,True,,
ROSROK,4,Zn+Zn+Zn+Zn,10,1,True,True,True,True,True,True,True,True,True,,
GUYCEI,5,Cu+Fe+Fe+Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
ZAZVEF,3,Hg+Hg+Hg,4,2,True,True,True,True,True,True,True,True,True,,
VOFXIA,2,Zn+Zn,6,1,True,True,True,True,True,True,True,True,True,,
VEDFUJ,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
SIKMOP,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
YIHZAR,2,Mn+Mn,6,1,True,True,True,True,True,True,True,True,True,,
SAJYIM,7,V+V+V+V+V+V+V,10,5,True,True,True,True,True,True,True,True,True,,
RAVGAY,6,Zn+Zn+Zn+Zn+Zn+Zn,12,2,True,True,True,True,True,True,True,True,True,,
ZONMUO,4,Cd+Cd+Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
AHAYOX01,9,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,18,18,True,True,True,True,True,True,True,True,True,,
XAGTEG,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
ICIVUN,2,Rh+Rh,8,0,True,True,True,True,True,True,True,True,True,,
FEYLIH,4,Nb+Nb+Ti+Ti,22,2,True,True,True,True,True,True,True,True,True,,
JIXPIQ,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
USUQEF,4,Pd+Pd+Pd+Pd,12,4,True,True,True,True,True,True,True,True,True,,
CACYUA10,2,Co+Co,1,0,True,True,True,True,True,True,True,True,True,,
TAMYEL,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,12,12,True,True,True,True,True,True,True,True,True,,
EKIQAR,2,La+La,18,0,True,True,True,True,True,True,True,True,True,,
FIJYEG,2,Ru+Ru,9,3,True,True,True,True,True,True,True,True,True,,
PALSUR,2,Ti+Ti,10,2,True,True,True,True,True,True,True,True,True,,
BAQPEQ,3,Cu+Cu+Cu,7,2,True,True,True,True,True,True,True,True,True,,
OHUGUU03,2,Cu+Cu,10,2,True,True,True,True,True,True,True,True,True,,
OGEFOZ,3,Ni+Ni+Ni,8,2,True,True,True,True,True,True,True,True,True,,
YAHQEE,5,Mn+Mn+Mn+Mn+Mn,24,1,True,True,True,True,True,True,True,True,True,,
UXOXIQ,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
SOLZOM,5,Zn+Zn+Zn+Zn+Zn,12,2,True,True,True,True,True,True,True,True,True,,
HAGVAN,4,Pt+Pt+Pt+Pt,16,0,True,True,True,True,True,True,True,True,True,,
FONPUW,7,Ni+Ni+Ni+Ni+Ni+Ni+Ni,24,3,True,True,True,True,True,True,True,True,True,,
XEJROU,3,Cu+Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
GEGFUT,7,Re+Re+Re+Re+Re+Re+Re,22,1,True,True,True,True,True,True,True,True,True,,
VEYFIQ,2,Co+Zr,9,0,True,True,True,True,True,True,True,True,True,,
ESULIO,2,Rh+Rh,4,2,True,True,True,True,True,True,True,True,True,,
IDUNED,5,Cd+Cd+Cd+Ni+Ni,16,2,True,True,True,True,True,True,True,True,True,,
FOGWEF01,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
CENGAF01,6,Ag+Ag+Ag+Ag+Ag+Ag,12,0,True,True,True,True,True,True,True,True,True,,
YUZBED14,3,Zn+Zn+Zn,4,2,True,True,True,True,True,True,True,True,True,,
ALIZEA,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
SETVAR,5,Zn+Zn+Zn+Zn+Zn,8,2,True,True,True,True,True,True,True,True,True,,
RUDKEJ,9,Co+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,32,12,True,True,True,True,True,True,True,True,True,,
KISKAC,3,Ru+Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
OXUDES02,2,Ag+Ag,4,0,True,True,True,True,True,True,True,True,True,,
LUTVEF,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
CUWJAG,2,Fe+Fe,4,0,True,True,True,True,True,True,True,True,True,,
OLIHAT,5,Fe+Fe+Fe+Fe+Ni,22,2,True,True,True,True,True,True,True,True,True,,
WADJET,3,V+V+V,5,5,True,True,True,True,True,True,True,True,True,,
VAFJEV,4,Fe+Fe+Fe+Fe,21,2,True,True,True,True,True,True,True,True,True,,
RETWAO,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
DMXPMO10,2,Mo+Mo,8,0,True,True,True,True,True,True,True,True,True,,
IPACIO,12,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,40,28,True,True,True,True,True,True,True,True,True,,
TIQTAR,2,Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
NIKRUX,2,Ir+Ir,12,0,True,True,True,True,True,True,True,True,True,,
FEFCOI,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
ONOBID,2,Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
WOWKEA,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
DOWFUS,10,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,36,4,True,True,True,True,True,True,True,True,True,,
XANHAY,4,Ag+Ag+Ag+Ag,10,1,True,True,True,True,True,True,True,True,True,,
LASBOX,2,Os+Ru,4,4,True,True,True,True,True,True,True,True,True,,
VEGMON,2,Ir+Ir,8,0,True,True,True,True,True,True,True,True,True,,
WEBZUY,2,Hg+Hg,6,2,True,True,True,True,True,True,True,True,True,,
YUBCUV,3,Cu+Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
HUPWEY,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
VOTFER,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
BURKAE,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
RILNIN,3,Ni+Pd+Pd,12,0,True,True,True,True,True,True,True,True,True,,
EDIZEX,3,Fe+Fe+Ru,9,0,True,True,True,True,True,True,True,True,True,,
DUYBOR,5,Cd+Cd+Cd+Cd+Cd,12,3,True,True,True,True,True,True,True,True,True,,
XURXIR,2,Co+Co,6,0,True,True,True,True,True,True,True,True,True,,
VANWAJ,7,Rh+Rh+Rh+Rh+Ru+Ru+Ru,21,0,True,True,True,True,True,True,True,True,True,,
HAYFES,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,26,6,True,True,True,True,True,True,True,True,True,,
BAKHUR,3,Cd+Cd+Cd,15,0,True,True,True,True,True,True,True,True,True,,
TUWPOR,7,Cd+Cd+Cd+Cd+Cd+Cd+Cd,24,6,True,True,True,True,True,True,True,True,True,,
JIQYAK,3,Hg+Hg+Hg,8,1,True,True,True,True,True,True,True,True,True,,
GANQEU,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
KISZER,3,Fe+Fe+Fe,12,1,True,True,True,True,True,True,True,True,True,,
LATPOO,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
FINBIO,2,Os+Os,3,3,True,True,True,True,True,True,True,True,True,,
KUYLAS,2,V+V,10,2,True,True,True,True,True,True,True,True,True,,
NOMZUL,3,Zn+Zn+Zn,12,0,True,True,True,True,True,True,True,True,True,,
IPUMUB,2,Cu+Cu,8,1,True,True,True,True,True,True,True,True,True,,
XAQRIU,3,Mn+Mn+Zr,6,2,True,True,True,True,True,True,True,True,True,,
AJIHEI,3,Co+Co+Co,4,2,True,True,True,True,True,True,True,True,True,,
CPHCOP,2,Pd+Pd,2,0,True,True,True,True,True,True,True,True,True,,
DOJRIG,6,Mn+Mn+Mn+Mn+Mn+Mn,20,1,True,True,True,True,True,True,True,True,True,,
QABVIA,2,Ta+Ta,9,3,True,True,True,True,True,True,True,True,True,,
HAKRIX,2,Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
WAQPEL,2,Ir+Ir,6,0,True,True,True,True,True,True,True,True,True,,
VUVCOG,8,La+La+La+La+La+La+La+La,24,8,True,True,True,True,True,True,True,True,True,,
AJAKEC,4,Cd+Cd+Fe+Fe,12,2,True,True,True,True,True,True,True,True,True,,
PEQNEE01,8,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,34,2,True,True,True,True,True,True,True,True,True,,
IFEPUG10,3,Zn+Zn+Zn,3,2,True,True,True,True,True,True,True,True,True,,
GEWDAN,2,Ta+Ta,4,4,True,True,True,True,True,True,True,True,True,,
CEGCIA,6,Rh+Rh+Rh+Rh+Rh+Rh,16,4,True,True,True,True,True,True,True,True,True,,
QIFHIW,4,Pt+Pt+Pt+Pt,16,0,True,True,True,True,True,True,True,True,True,,
EHIKUF,2,Y+Y,14,2,True,True,True,True,True,True,True,True,True,,
EYIZUI,2,Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
LIXBOJ,2,Cr+Cr,6,0,True,True,True,True,True,True,True,True,True,,
YEXBUB,4,Pt+Pt+Pt+Pt,16,0,True,True,True,True,True,True,True,True,True,,
HERDAJ01,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
LIBNIU,6,Co+Co+Co+Co+Co+Co,13,3,True,True,True,True,True,True,True,True,True,,
EMEPER,2,Mn+Mn,6,1,True,True,True,True,True,True,True,True,True,,
UNUJIZ,4,Hg+Pt+Pt+Pt,13,1,True,True,True,True,True,True,True,True,True,,
WIHXIX,2,Ag+Ag,6,2,True,True,True,True,True,True,True,True,True,,
CEJREQ,2,Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
NAKTAV,2,Pd+Pd,2,0,True,True,True,True,True,True,True,True,True,,
BANWUI,2,Co+Co,4,0,True,True,True,True,True,True,True,True,True,,
YIMVIA,4,Ir+Ir+Ir+Ir,18,6,True,True,True,True,True,True,True,True,True,,
GUBTIH,2,Ni+Ni,7,0,True,True,True,True,True,True,True,True,True,,
SIJNUW,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
MAHDAC,2,Os+Os,12,0,True,True,True,True,True,True,True,True,True,,
ELIHAL,4,W+W+W+W,22,2,True,True,True,True,True,True,True,True,True,,
QAHMAR,2,Cu+Cu,4,4,True,True,True,True,True,True,True,True,True,,
LAKHOV,3,Cd+Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
EKEFAE,2,Ru+Ru,10,2,True,True,True,True,True,True,True,True,True,,
XEMSOZ,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,10,7,True,True,True,True,True,True,True,True,True,,
ICEDON,2,Ag+Ag,10,0,True,True,True,True,True,True,True,True,True,,
UGUYOO,9,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,48,6,True,True,True,True,True,True,True,True,True,,
SIQVEU,3,Pt+Pt+Re,14,0,True,True,True,True,True,True,True,True,True,,
RURQAW,2,Zr+Zr,8,2,True,True,True,True,True,True,True,True,True,,
WEPTES,2,Fe+Fe,5,1,True,True,True,True,True,True,True,True,True,,
KCPTCR14,2,Cr+Cr,11,1,True,True,True,True,True,True,True,True,True,,
MODWUZ,6,Ni+Ni+Ni+Ni+Ni+Ni,12,5,True,True,True,True,True,True,True,True,True,,
ZIHPAJ,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
ROQQEV,2,Au+Au,6,0,True,True,True,True,True,True,True,True,True,,
OMOGIG,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
WOZZOC,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
DOYXEY,5,Ag+Ag+Ag+Ag+Ag,10,5,True,True,True,True,True,True,True,True,True,,
GAXHOC,6,Rh+Rh+Rh+Rh+Ti+Ti,11,5,True,True,True,True,True,True,True,True,True,,
XIQBIJ,3,Y+Y+Y,10,0,True,True,True,True,True,True,True,True,True,,
IZODEH,8,Au+Au+Au+Au+Au+Au+Cu+Cu,20,2,True,True,True,True,True,True,True,True,True,,
QERCIZ,10,V+V+V+V+V+V+V+V+V+V,28,20,True,True,True,True,True,True,True,True,True,,
XADKIZ,3,Cd+Cd+Cd,9,2,True,True,True,True,True,True,True,True,True,,
DOSPUX,4,Fe+Fe+Fe+Fe,20,4,True,True,True,True,True,True,True,True,True,,
FAPHEL,2,Mo+Mo,12,0,True,True,True,True,True,True,True,True,True,,
GIHGAF02,4,Fe+Fe+Fe+Fe,15,3,True,True,True,True,True,True,True,True,True,,
NUNMOA,2,Co+Co,9,1,True,True,True,True,True,True,True,True,True,,
OPIQEK,2,Co+Co,8,2,True,True,True,True,True,True,True,True,True,,
MURKUG,8,Cu+Cu+Cu+Cu+Cu+Cu+Fe+Fe,12,6,True,True,True,True,True,True,True,True,True,,
LAXCAS,10,Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Zn+Zn,35,17,True,True,True,True,True,True,True,True,True,,
DEFMAF,3,Rh+Rh+Zn,24,12,True,True,True,True,True,True,True,True,True,,
SOGZOH,6,Ag+Ag+Ag+Ag+Ag+Ag,12,5,True,True,True,True,True,True,True,True,True,,
BAJYUK,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
WOSGES,2,Mn+Mn,7,0,True,True,True,True,True,True,True,True,True,,
LOCZAG,6,Co+Co+Co+Co+Co+Co,12,3,True,True,True,True,True,True,True,True,True,,
IYOJEL,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,18,9,True,True,True,True,True,True,True,True,True,,
CUNXAM,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
JOHSAA,2,Re+Re,11,1,True,True,True,True,True,True,True,True,True,,
BUPQAI,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
VUHJOY,6,Cu+Cu+Cu+Cu+Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
ROCNOO,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
PTFETC01,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
BIXXAI,6,Zn+Zn+Zn+Zn+Zn+Zn,28,0,True,True,True,True,True,True,True,True,True,,
LIMQOQ,2,W+W,12,0,True,True,True,True,True,True,True,True,True,,
RUNQOH,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
DIGVUM,2,La+La,8,0,True,True,True,True,True,True,True,True,True,,
MEGZII02,3,Cd+Cd+Cd,4,2,True,True,True,True,True,True,True,True,True,,
JEWHUS,3,Pd+Pd+Pd,12,0,True,True,True,True,True,True,True,True,True,,
HEDBEA,3,Au+Au+Ni,8,2,True,True,True,True,True,True,True,True,True,,
TILGUR,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
HAGBEW,2,Zn+Zn,12,0,True,True,True,True,True,True,True,True,True,,
XUHROI,4,Hg+Hg+Hg+Hg,10,4,True,True,True,True,True,True,True,True,True,,
COYJEI,3,Mo+Mo+Mo,13,7,True,True,True,True,True,True,True,True,True,,
CUAMOX,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
YAXSOG,3,Os+Os+Os,13,3,True,True,True,True,True,True,True,True,True,,
WORTIJ,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
RURNAT,3,Os+Os+Os,13,0,True,True,True,True,True,True,True,True,True,,
BOSVEM,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,11,3,True,True,True,True,True,True,True,True,True,,
ZOXTEN,3,Zn+Zn+Zn,6,4,True,True,True,True,True,True,True,True,True,,
KODCAK,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
KOGYAK,4,Cu+Cu+Cu+Cu,6,3,True,True,True,True,True,True,True,True,True,,
HASMOG,4,Fe+Fe+Fe+Fe,4,2,True,True,True,True,True,True,True,True,True,,
AFIJOR,8,Cd+Cd+Cd+Cd+Fe+Fe+Fe+Fe,12,2,True,True,True,True,True,True,True,True,True,,
MIJGAP,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
QOLBUS,4,Au+Au+Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
DEQJOB,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
CISDUE,6,Ag+Ag+Mo+Mo+Mo+Mo,16,4,True,True,True,True,True,True,True,True,True,,
QOJYAS05,8,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,6,5,True,True,True,True,True,True,True,True,True,,
XIQCUZ,12,Pd+Pd+W+W+W+W+W+W+W+W+W+W,40,22,True,True,True,True,True,True,True,True,True,,
MESPIJ,2,Zn+Zn,12,0,True,True,True,True,True,True,True,True,True,,
LAGDII,5,Ag+Ag+Ag+Cd+Re,15,0,True,True,True,True,True,True,True,True,True,,
FIRPUT,3,Co+Co+Co,6,3,True,True,True,True,True,True,True,True,True,,
UCICUF,4,Ag+Ag+Pt+Pt,12,2,True,True,True,True,True,True,True,True,True,,
LAGPEO,2,Ta+Ta,6,2,True,True,True,True,True,True,True,True,True,,
VIYJIA,2,Zr+Zr,12,0,True,True,True,True,True,True,True,True,True,,
YAFVIN,2,Fe+Mo,6,0,True,True,True,True,True,True,True,True,True,,
PIXPET,3,Zn+Zn+Zn,4,0,True,True,True,True,True,True,True,True,True,,
UKAKOH,4,Fe+Fe+Fe+Fe,10,3,True,True,True,True,True,True,True,True,True,,
LUQHOY,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
EMEZIF,4,Cu+Cu+Cu+Cu,11,0,True,True,True,True,True,True,True,True,True,,
QISGAD,3,Co+Co+Co,6,2,True,True,True,True,True,True,True,True,True,,
IYALAY,2,Ir+W,8,2,True,True,True,True,True,True,True,True,True,,
PIKTIQ,2,Ir+Ir,10,2,True,True,True,True,True,True,True,True,True,,
FOGNEU,7,Co+Co+Co+Co+Co+Co+Co,26,2,True,True,True,True,True,True,True,True,True,,
ZETBOR,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
SINPAJ,2,Ag+Ag,5,1,True,True,True,True,True,True,True,True,True,,
TURVUA,3,Cu+Cu+Cu,18,0,True,True,True,True,True,True,True,True,True,,
SELBIY,3,Pd+Pd+Pd,12,0,True,True,True,True,True,True,True,True,True,,
VABNES,3,Ag+Ag+Ag,4,2,True,True,True,True,True,True,True,True,True,,
HIFGOU,7,Zn+Zn+Zn+Zn+Zn+Zn+Zn,10,6,True,True,True,True,True,True,True,True,True,,
LEDPAN,11,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,22,6,True,True,True,True,True,True,True,True,True,,
DUGQED,4,Fe+Os+Os+Os,12,2,True,True,True,True,True,True,True,True,True,,
EWISAE,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
XOQJIA,2,Y+Y,11,0,True,True,True,True,True,True,True,True,True,,
YOYNIK,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
UCEKAP,4,Ag+Ag+Ag+Cu,8,4,True,True,True,True,True,True,True,True,True,,
VONBUZ,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,10,1,True,True,True,True,True,True,True,True,True,,
XOZNAB,2,Fe+Pd,4,0,True,True,True,True,True,True,True,True,True,,
VOBTUC,4,Ru+Ru+Ru+Ru,6,0,True,True,True,True,True,True,True,True,True,,
EYEBUG,2,Fe+Ru,3,0,True,True,True,True,True,True,True,True,True,,
AJOLUH,2,V+V,8,0,True,True,True,True,True,True,True,True,True,,
VERLAF,2,W+W,6,0,True,True,True,True,True,True,True,True,True,,
IZUDOW,5,Fe+Fe+Fe+Fe+Fe,16,4,True,True,True,True,True,True,True,True,True,,
ZURPUX,2,Tc+Tc,8,0,True,True,True,True,True,True,True,True,True,,
GUQMUA,2,Fe+Fe,11,1,True,True,True,True,True,True,True,True,True,,
LEPKID,10,Cu+Cu+Y+Y+Y+Y+Y+Y+Y+Y,20,6,True,True,True,True,True,True,True,True,True,,
TAXSEQ,4,W+W+W+W,16,0,True,True,True,True,True,True,True,True,True,,
QIJXIQ,2,Hg+Hg,3,3,True,True,True,True,True,True,True,True,True,,
GIHYEC,12,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,40,28,True,True,True,True,True,True,True,True,True,,
SOQJER,4,Cu+Cu+Cu+Cu,12,4,True,True,True,True,True,True,True,True,True,,
BEPNER,5,Zn+Zn+Zn+Zn+Zn,9,2,True,True,True,True,True,True,True,True,True,,
EPTTSW,2,Pt+W,6,2,True,True,True,True,True,True,True,True,True,,
MTAPTN01,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
YISBAF01,2,Ru+Ru,11,1,True,True,True,True,True,True,True,True,True,,
DIYPIK,2,Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
MEDXAY,2,Zn+Zn,12,0,True,True,True,True,True,True,True,True,True,,
ZUKTEH,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
HINRII,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
ZIVBIR,4,Cu+Cu+Cu+Cu,6,3,True,True,True,True,True,True,True,True,True,,
NUNWUQ,2,Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
FODFIP,4,Zn+Zn+Zn+Zn,6,3,True,True,True,True,True,True,True,True,True,,
ICICEE,7,Co+Co+Co+Co+Co+Co+Co,24,12,True,True,True,True,True,True,True,True,True,,
WEHHEZ,5,Cd+Cd+Cd+Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
BELCAX,2,Pd+Pd,2,0,True,True,True,True,True,True,True,True,True,,
YIPFIO,9,Co+Co+Co+Co+Co+Co+Co+Co+Co,16,3,True,True,True,True,True,True,True,True,True,,
SISFIK,2,Fe+Fe,6,2,True,True,True,True,True,True,True,True,True,,
PUVSUV,2,Cr+Cr,10,2,True,True,True,True,True,True,True,True,True,,
ABISOV07,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
EWATOM,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
ALEQUG,2,Rh+Rh,10,0,True,True,True,True,True,True,True,True,True,,
NEZYUM,6,Ru+Ru+Ru+Ru+Ru+Ru,15,1,True,True,True,True,True,True,True,True,True,,
WICTIM,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
JEBHUU,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
LUQQAP,4,Co+Co+Co+Co,15,1,True,True,True,True,True,True,True,True,True,,
UBEQAT,2,Re+Re,8,4,True,True,True,True,True,True,True,True,True,,
PEMDAM,6,Ru+Ru+Ru+Ru+Ru+Ru,22,2,True,True,True,True,True,True,True,True,True,,
MUNLOX,4,Ni+Ni+Ni+Ni,18,2,True,True,True,True,True,True,True,True,True,,
EREJER,2,Cu+Ni,10,0,True,True,True,True,True,True,True,True,True,,
ZABKEX,12,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,24,12,True,True,True,True,True,True,True,True,True,,
XAXVAU01,7,Ag+Ag+Ag+Ag+Ag+Ag+Fe,16,0,True,True,True,True,True,True,True,True,True,,
SONPES,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
IBIQIX,4,Pt+Pt+Pt+Pt,16,0,True,True,True,True,True,True,True,True,True,,
ZOGMIV05,12,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,44,32,True,True,True,True,True,True,True,True,True,,
IMAGAH,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
SUDRIU,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,16,9,True,True,True,True,True,True,True,True,True,,
BEJQAJ,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
YIXSUX,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
OXAMCU02,5,Cu+Cu+Cu+Cu+Cu,10,3,True,True,True,True,True,True,True,True,True,,
DUGLIE,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
GUFCOZ,4,Cu+Cu+Cu+Cu,20,0,True,True,True,True,True,True,True,True,True,,
VEZRIB10,2,Mn+Mn,12,0,True,True,True,True,True,True,True,True,True,,
GAGRUD,6,Fe+Fe+Fe+Fe+Fe+Fe,28,6,True,True,True,True,True,True,True,True,True,,
GEVMAY,3,Ni+Sc+Sc,5,1,True,True,True,True,True,True,True,True,True,,
YANCOF,2,Hf+Hf,8,0,True,True,True,True,True,True,True,True,True,,
OLINAB,2,Re+Re,12,0,True,True,True,True,True,True,True,True,True,,
CUJCER,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,16,10,True,True,True,True,True,True,True,True,True,,
PAVCIC,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
TEMSAJ,11,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,21,11,True,True,True,True,True,True,True,True,True,,
YOTBER,2,Mo+Mo,10,0,True,True,True,True,True,True,True,True,True,,
FOSGOM,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
QUMBAE,2,Cu+Cu,7,0,True,True,True,True,True,True,True,True,True,,
BINVOL,3,Cd+Cd+Cd,18,0,True,True,True,True,True,True,True,True,True,,
FOGQAV,2,Ni+Ni,10,2,True,True,True,True,True,True,True,True,True,,
MOFCAN,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
JIRRAH,7,Cd+Cd+Cd+Cd+Cd+Cd+Cd,11,5,True,True,True,True,True,True,True,True,True,,
TUGLEQ,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
MIVDEB,3,Zn+Zn+Zn,7,1,True,True,True,True,True,True,True,True,True,,
NIMPUV,2,Cu+Cu,9,0,True,True,True,True,True,True,True,True,True,,
POYNUM,2,Cu+Cu,9,2,True,True,True,True,True,True,True,True,True,,
CALQOZ,2,Co+Co,5,2,True,True,True,True,True,True,True,True,True,,
JOZFOT,5,Co+Hg+Ru+Ru+Ru,15,1,True,True,True,True,True,True,True,True,True,,
