refcode,metal_count,metals,n_sites,bridge_count,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,identity_keys_present,record_generated,failure_stage,failure_reason
FESWUW,12,W+W+W+W+W+W+W+W+W+W+W+W,38,24,True,True,True,True,True,True,True,True,True,,
FOCMAM,4,Cu+Cu+Mo+Mo,12,2,True,True,True,True,True,True,True,True,True,,
UCEYAD,6,Hg+Hg+Hg+Hg+Hg+Hg,18,0,True,True,True,True,True,True,True,True,True,,
TICPEB,2,Os+Os,5,1,True,True,True,True,True,True,True,True,True,,
WUDZEC,9,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,24,3,True,True,True,True,True,True,True,True,True,,
HUKWEP,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
VUHKOY01,8,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,30,10,True,True,True,True,True,True,True,True,True,,
UCEZOS,2,Pt+Pt,9,1,True,True,True,True,True,True,True,True,True,,
EBEZUG,3,Cu+Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
RIHPUT,5,Cr+Cr+Ru+Ru+Ru,18,0,True,True,True,True,True,True,True,True,True,,
CAPNUC,2,Cr+Cr,8,0,True,True,True,True,True,True,True,True,True,,
CIMWIH,6,Ni+Ni+Ni+Ni+Ni+Ni,26,8,True,True,True,True,True,True,True,True,True,,
BIJHUX10,3,Mo+W+W,8,2,True,True,True,True,True,True,True,True,True,,
MADSOB,3,Ni+Ni+Ni,9,0,True,True,True,True,True,True,True,True,True,,
JUTCUY,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,16,5,True,True,True,True,True,True,True,True,True,,
LUKMAG,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
ROFBEW,2,Pt+Pt,6,2,True,True,True,True,True,True,True,True,True,,
KIDQAS,2,Ni+Ni,6,1,True,True,True,True,True,True,True,True,True,,
EWEYAH,9,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,18,4,True,True,True,True,True,True,True,True,True,,
FPAPAR10,3,Ag+Ag+Rh,10,5,True,True,True,True,True,True,True,True,True,,
NOLBUN,2,Cd+Cd,10,2,True,True,True,True,True,True,True,True,True,,
FODWUT,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
MIMXEN,7,Ti+Ti+Ti+Ti+Ti+Ti+Ti,32,8,True,True,True,True,True,True,True,True,True,,
LEJJIV,2,Fe+Fe,6,1,True,True,True,True,True,True,True,True,True,,
PAWDEX,2,Rh+Ru,6,0,True,True,True,True,True,True,True,True,True,,
DADMEF,2,Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
FENXUT,5,Y+Y+Y+Y+Y,22,0,True,True,True,True,True,True,True,True,True,,
VIYXAC,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
EWOYUL,4,Pt+Pt+Pt+Pt,16,0,True,True,True,True,True,True,True,True,True,,
FICYEY01,4,Cu+Cu+Cu+Cu,8,4,True,True,True,True,True,True,True,True,True,,
REWQOD,2,Fe+Ru,8,0,True,True,True,True,True,True,True,True,True,,
JUQTIB,4,Ni+Ni+Ni+Ni,16,4,True,True,True,True,True,True,True,True,True,,
KECNIP,2,Mn+Mn,10,2,True,True,True,True,True,True,True,True,True,,
EGOYAB,10,V+V+V+V+V+V+V+V+V+V,30,15,True,True,True,True,True,True,True,True,True,,
CATRIA,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
HILDUB,8,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,17,13,True,True,True,True,True,True,True,True,True,,
YATSOD,2,Cu+Cu,7,0,True,True,True,True,True,True,True,True,True,,
OQUWAB,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
YIJDUU,7,Fe+Fe+Fe+Fe+Fe+Fe+Fe,42,0,True,True,True,True,True,True,True,True,True,,
WEZREY,3,Au+Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
QOHXOD13,8,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,6,5,True,True,True,True,True,True,True,True,True,,
ODATAO,2,Fe+Pt,4,0,True,True,True,True,True,True,True,True,True,,
ZAKWIR,3,Pd+Pd+Pt,11,0,True,True,True,True,True,True,True,True,True,,
POLGAB,3,Cu+Cu+Cu,9,0,True,True,True,True,True,True,True,True,True,,
GIJKIU,6,Cu+Cu+Fe+Fe+Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
SOBZUH,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
CUTGAB,2,Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
ROJSEQ,7,Ag+Ag+Ag+Ag+Ag+Ag+Ag,7,5,True,True,True,True,True,True,True,True,True,,
ALUDOB,5,Cu+Fe+Fe+Fe+Fe,14,1,True,True,True,True,True,True,True,True,True,,
ZASDAY,3,Ru+Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
ELUKOM,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
MAGVOG08,12,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
KIPHAS,3,Fe+Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
VIBXAF,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
LUVDUB,2,W+W,12,0,True,True,True,True,True,True,True,True,True,,
YEJFUQ,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
VEDYIN,6,Cu+Cu+Cu+Cu+Cu+Cu,24,4,True,True,True,True,True,True,True,True,True,,
OJOZAO,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
ILUZOH,5,Cu+Cu+Cu+Cu+Cu,10,5,True,True,True,True,True,True,True,True,True,,
JUDLEB,2,Rh+Rh,10,0,True,True,True,True,True,True,True,True,True,,
RONDUX,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,26,2,True,True,True,True,True,True,True,True,True,,
LUTLAR,2,Rh+Rh,8,0,True,True,True,True,True,True,True,True,True,,
BEPLEP,2,Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
VIJQEL,2,Fe+Fe,6,1,True,True,True,True,True,True,True,True,True,,
MUFCOJ,2,Ni+Pd,6,0,True,True,True,True,True,True,True,True,True,,
OJUDEF,2,Ni+Ni,6,0,True,True,True,True,True,True,True,True,True,,
YIJZIC03,5,Ru+Zn+Zn+Zn+Zn,18,1,True,True,True,True,True,True,True,True,True,,
WACMEW,6,Zn+Zn+Zn+Zn+Zn+Zn,36,0,True,True,True,True,True,True,True,True,True,,
YOGBOM,3,Fe+Mo+Mo,6,0,True,True,True,True,True,True,True,True,True,,
FERMEU,6,Fe+Fe+Fe+Fe+Fe+Fe,26,4,True,True,True,True,True,True,True,True,True,,
YOQKEX09,11,Au+Au+Au+Au+Fe+Fe+Fe+Fe+Fe+Fe+Fe,20,5,True,True,True,True,True,True,True,True,True,,
EBAVEJ,3,Cu+Cu+Cu,10,2,True,True,True,True,True,True,True,True,True,,
DOQHIC,5,Ag+Ag+Ag+Ag+Ag,7,1,True,True,True,True,True,True,True,True,True,,
FIPNEA,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
COBVIB,5,Cd+Cd+Cd+Cd+Cd,17,2,True,True,True,True,True,True,True,True,True,,
BABZOW,2,Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
OKUGEI,2,Au+Zr,4,0,True,True,True,True,True,True,True,True,True,,
GASCAH,2,Mn+Mn,11,1,True,True,True,True,True,True,True,True,True,,
UWISAW,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
SIVJIQ,3,Fe+Ir+Ir,4,2,True,True,True,True,True,True,True,True,True,,
BELCIH,3,Cd+Cd+Cd,6,1,True,True,True,True,True,True,True,True,True,,
BOTCAS,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
GIBBIE,4,Ni+Ni+Ni+Ni,16,4,True,True,True,True,True,True,True,True,True,,
XAMNOQ,6,V+V+V+V+V+V,30,4,True,True,True,True,True,True,True,True,True,,
ZUCGEJ,5,Rh+Ru+Ru+Ru+Ru,16,3,True,True,True,True,True,True,True,True,True,,
ZEKJAC,4,Ru+Ru+Ru+Ru,24,0,True,True,True,True,True,True,True,True,True,,
MOQBEC33,8,Co+Co+Co+Co+Co+Co+Co+Co,6,5,True,True,True,True,True,True,True,True,True,,
DUXLUF,4,Zn+Zn+Zn+Zn,4,1,True,True,True,True,True,True,True,True,True,,
HEHVAU,12,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,16,5,True,True,True,True,True,True,True,True,True,,
TEBNUK,3,Fe+Hg+Hg,5,1,True,True,True,True,True,True,True,True,True,,
QOFXEP,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
EMUGIC,11,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,42,16,True,True,True,True,True,True,True,True,True,,
SOHCOJ,2,Hg+Hg,4,2,True,True,True,True,True,True,True,True,True,,
MIKLIC,2,Zn+Zn,10,2,True,True,True,True,True,True,True,True,True,,
SUNVEG,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,16,0,True,True,True,True,True,True,True,True,True,,
BOXBUN01,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,6,3,True,True,True,True,True,True,True,True,True,,
ZEJWIW,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
DAGQOS,4,Fe+Fe+Mo+W,8,4,True,True,True,True,True,True,True,True,True,,
RUJLUF,3,Co+Co+W,12,0,True,True,True,True,True,True,True,True,True,,
PEYXOK,4,La+La+La+La,22,3,True,True,True,True,True,True,True,True,True,,
RAQSOU,2,Mo+Mo,10,0,True,True,True,True,True,True,True,True,True,,
OMOVUJ,11,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,42,2,True,True,True,True,True,True,True,True,True,,
SITZUS,2,Fe+Fe,12,2,True,True,True,True,True,True,True,True,True,,
SUQMEA,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
OFUDAU,2,Mn+Mn,8,0,True,True,True,True,True,True,True,True,True,,
FIJBIN,2,Co+Co,4,0,True,True,True,True,True,True,True,True,True,,
XEMREP,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
ZIRKAP,5,Zn+Zn+Zn+Zn+Zn,10,3,True,True,True,True,True,True,True,True,True,,
KIKLUL,6,Fe+Fe+Fe+Fe+Fe+Fe,24,4,True,True,True,True,True,True,True,True,True,,
JANYUT01,12,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,64,4,True,True,True,True,True,True,True,True,True,,
DOCPIU,2,Ru+Ru,9,3,True,True,True,True,True,True,True,True,True,,
YUNJIB,3,Cu+Cu+Cu,7,1,True,True,True,True,True,True,True,True,True,,
BUYCII,5,Cu+Cu+Cu+Hg+Hg,20,1,True,True,True,True,True,True,True,True,True,,
IPEKIA,3,Pt+Pt+Pt,12,0,True,True,True,True,True,True,True,True,True,,
KUJLOS,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
LOGSEH,6,Co+Co+Co+Co+Co+Co,16,6,True,True,True,True,True,True,True,True,True,,
MINKUQ,2,Ni+Ni,6,2,True,True,True,True,True,True,True,True,True,,
DUNBET10,2,Ru+Ru,9,1,True,True,True,True,True,True,True,True,True,,
JOBLUI,2,Rh+Rh,6,0,True,True,True,True,True,True,True,True,True,,
WOCDAV,2,Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
RIBQUO,2,Ni+Ni,8,2,True,True,True,True,True,True,True,True,True,,
WUZSOC,4,Cu+Cu+Cu+Cu,8,4,True,True,True,True,True,True,True,True,True,,
WATHAB,10,Cr+Cr+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,30,16,True,True,True,True,True,True,True,True,True,,
ILEPAS,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
LINYEO,2,Hg+Hg,4,1,True,True,True,True,True,True,True,True,True,,
NONVIW,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
GIRNOK,2,Mo+Mo,12,0,True,True,True,True,True,True,True,True,True,,
QATWIU,3,Zn+Zn+Zn,4,2,True,True,True,True,True,True,True,True,True,,
GANKIT,4,Cu+Cu+Cu+Cu,11,2,True,True,True,True,True,True,True,True,True,,
FUDLUM,2,Cu+Cu,6,0,True,True,True,True,True,True,True,True,True,,
GOJXEK,2,Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
UROTUR,2,Cr+Mn,12,0,True,True,True,True,True,True,True,True,True,,
YIQLUH,3,Ag+Ag+Ag,4,1,True,True,True,True,True,True,True,True,True,,
ZUGHIU,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,20,11,True,True,True,True,True,True,True,True,True,,
SETXIZ01,6,Cu+Cu+Cu+Cu+Cu+Cu,20,2,True,True,True,True,True,True,True,True,True,,
MAMTAW,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
ROGZOF,2,Ti+Ti,6,0,True,True,True,True,True,True,True,True,True,,
IKEZIH,5,Ni+Ni+Ni+Ni+Ni,12,3,True,True,True,True,True,True,True,True,True,,
OJUWEX,2,Cu+Mo,13,0,True,True,True,True,True,True,True,True,True,,
ZIFRUF,2,Fe+Fe,6,2,True,True,True,True,True,True,True,True,True,,
GIDDIH,2,Os+Os,12,0,True,True,True,True,True,True,True,True,True,,
GEGSOE,6,Zn+Zn+Zn+Zn+Zn+Zn,18,0,True,True,True,True,True,True,True,True,True,,
GAMQIX,5,Cu+Cu+Cu+Cu+Cu,20,0,True,True,True,True,True,True,True,True,True,,
SIWZII,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
TORROH,10,Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,34,4,True,True,True,True,True,True,True,True,True,,
CTMZCU10,2,Cu+Cu,9,1,True,True,True,True,True,True,True,True,True,,
ULISUF,4,Ni+Ni+Ni+Ni,12,2,True,True,True,True,True,True,True,True,True,,
GAXJOH,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
BETCAF,2,Rh+Rh,10,0,True,True,True,True,True,True,True,True,True,,
ADIPUA,5,Cu+Cu+Cu+Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
IDUDER,3,Hg+Hg+Hg,12,0,True,True,True,True,True,True,True,True,True,,
ARARAM01,2,Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
WELQEN,2,Ag+Fe,4,0,True,True,True,True,True,True,True,True,True,,
CESQOH,6,Co+Co+Co+V+V+V,24,3,True,True,True,True,True,True,True,True,True,,
BONMIB,9,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,24,5,True,True,True,True,True,True,True,True,True,,
VANDUL,3,Cu+Cu+Hg,8,4,True,True,True,True,True,True,True,True,True,,
QOGSEN43,8,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,6,5,True,True,True,True,True,True,True,True,True,,
EHITAT,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
ZORLOK,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
QAXGOP,2,Zn+Zn,9,1,True,True,True,True,True,True,True,True,True,,
DUHWEM,4,Au+Au+Au+Au,12,0,True,True,True,True,True,True,True,True,True,,
GISYEQ,3,Cd+Cd+Cd,6,0,True,True,True,True,True,True,True,True,True,,
CADKIG,6,Zn+Zn+Zn+Zn+Zn+Zn,10,4,True,True,True,True,True,True,True,True,True,,
RURNID,2,Co+Zr,8,1,True,True,True,True,True,True,True,True,True,,
WOXQEI,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
HOCGAI01,2,V+V,10,2,True,True,True,True,True,True,True,True,True,,
TEJKOJ,2,Ag+Pt,6,0,True,True,True,True,True,True,True,True,True,,
TUFPAM,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
OJOSAH,2,Fe+Fe,4,2,True,True,True,True,True,True,True,True,True,,
WOFFEE,6,Ti+Ti+Ti+Ti+Ti+Ti,24,8,True,True,True,True,True,True,True,True,True,,
WOJYOK,4,Cu+Cu+Cu+Mo,7,4,True,True,True,True,True,True,True,True,True,,
PYMOCM,2,Mo+Mo,8,2,True,True,True,True,True,True,True,True,True,,
SUKSAU,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
SERWUK,12,Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd,48,0,True,True,True,True,True,True,True,True,True,,
QOXSIG,6,Au+Au+Cu+Cu+Pt+Pt,16,0,True,True,True,True,True,True,True,True,True,,
BUMEMO,2,Mo+Mo,8,2,True,True,True,True,True,True,True,True,True,,
XAPFAW,3,Zn+Zn+Zn,6,3,True,True,True,True,True,True,True,True,True,,
GEYTIP,2,Zn+Zn,5,1,True,True,True,True,True,True,True,True,True,,
GAKMOW,2,La+La,9,2,True,True,True,True,True,True,True,True,True,,
PUDHIG,3,Fe+Fe+Ni,18,0,True,True,True,True,True,True,True,True,True,,
XUGFUA,12,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,22,8,True,True,True,True,True,True,True,True,True,,
MOMBEY36,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,6,6,True,True,True,True,True,True,True,True,True,,
CUFMIZ,2,Ru+Ru,10,0,True,True,True,True,True,True,True,True,True,,
PUPNUK,2,Pd+Pd,7,1,True,True,True,True,True,True,True,True,True,,
NURJIW,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
GUSJEJ,2,Ir+Ir,3,3,True,True,True,True,True,True,True,True,True,,
IYUSUR,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
WEYLER,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
NOFLOL,2,La+Zn,12,2,True,True,True,True,True,True,True,True,True,,
YABMEW,4,Rh+Rh+Rh+Rh,16,4,True,True,True,True,True,True,True,True,True,,
FASXOM,3,Co+Co+Co,12,6,True,True,True,True,True,True,True,True,True,,
QUJCUV,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
IGAFUR,4,Rh+Rh+Rh+Rh,20,0,True,True,True,True,True,True,True,True,True,,
FOSLUV,2,Fe+Fe,9,1,True,True,True,True,True,True,True,True,True,,
ZACFUH,3,Zn+Zn+Zn,12,2,True,True,True,True,True,True,True,True,True,,
QUXPOS,4,Cu+Cu+Zn+Zn,16,2,True,True,True,True,True,True,True,True,True,,
LEWVAL,7,Co+Co+Co+Co+Co+Co+Co,14,4,True,True,True,True,True,True,True,True,True,,
HOWKOX,3,Co+Co+Co,5,2,True,True,True,True,True,True,True,True,True,,
NESVIS,2,Mn+Mn,10,2,True,True,True,True,True,True,True,True,True,,
UDIKUN,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
INEZAD,6,Co+Co+Co+Co+Co+Co,16,2,True,True,True,True,True,True,True,True,True,,
VIYMIA,2,Fe+Fe,6,2,True,True,True,True,True,True,True,True,True,,
FOXZOL,12,Re+Re+Re+Re+Re+Re+Re+Re+Re+Re+Re+Re,28,16,True,True,True,True,True,True,True,True,True,,
MISKIM,6,Zn+Zn+Zn+Zn+Zn+Zn,36,0,True,True,True,True,True,True,True,True,True,,
XUNCUH,2,Fe+Fe,10,0,True,True,True,True,True,True,True,True,True,,
VIVNIX,2,Fe+Re,10,0,True,True,True,True,True,True,True,True,True,,
WICBUJ,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
YOQMIC,2,Ag+Ag,3,1,True,True,True,True,True,True,True,True,True,,
YIVPEA,5,Cu+Cu+Cu+Cu+Cu,12,4,True,True,True,True,True,True,True,True,True,,
JUSCIJ,2,Cd+Zn,12,0,True,True,True,True,True,True,True,True,True,,
VOVTAB,2,Cr+Mn,9,0,True,True,True,True,True,True,True,True,True,,
XUJJES,3,Ti+Ti+Ti,18,0,True,True,True,True,True,True,True,True,True,,
GOCNIW,6,Cr+Cr+Cr+Cr+Cu+Cu,34,0,True,True,True,True,True,True,True,True,True,,
PEPZUI,5,Au+Au+Au+Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
PAQBOB,2,Zn+Zn,4,1,True,True,True,True,True,True,True,True,True,,
QICMUO,2,Cu+Cu,4,2,True,True,True,True,True,True,True,True,True,,
XIGXOA,3,Pt+Pt+Pt,12,0,True,True,True,True,True,True,True,True,True,,
AFECOH,4,Zn+Zn+Zn+Zn,16,0,True,True,True,True,True,True,True,True,True,,
RIBMUK,5,Ni+Ru+Ru+Ru+Ru,18,6,True,True,True,True,True,True,True,True,True,,
KURFAH,4,Ni+Ni+Zn+Zn,14,4,True,True,True,True,True,True,True,True,True,,
TELZIV,4,W+W+W+W,10,4,True,True,True,True,True,True,True,True,True,,
HIRMON01,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
SABVOI,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
UHELUR02,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,20,0,True,True,True,True,True,True,True,True,True,,
YEDZUC,3,Ru+Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
YIXDAL,4,Zn+Zn+Zn+Zn,12,1,True,True,True,True,True,True,True,True,True,,
KOLWOY,4,Ag+Ag+Ag+Ag,5,2,True,True,True,True,True,True,True,True,True,,
JASNOG,3,Cu+Mn+Mn,11,0,True,True,True,True,True,True,True,True,True,,
VOWYUD,4,Cu+Cu+Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
REJHIX,2,Re+Re,10,2,True,True,True,True,True,True,True,True,True,,
NAJJAM,5,Zn+Zn+Zn+Zn+Zn,12,2,True,True,True,True,True,True,True,True,True,,
ZOLWUU,2,Cu+Zn,5,1,True,True,True,True,True,True,True,True,True,,
AYULIR,6,Cu+Cu+Cu+Cu+Cu+Cu,30,0,True,True,True,True,True,True,True,True,True,,
LITWET,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
UDIWEK01,2,Co+Co,10,0,True,True,True,True,True,True,True,True,True,,
CUQKOS,3,Cd+Cd+Cd,9,2,True,True,True,True,True,True,True,True,True,,
YAGPAX,3,Ti+Ti+Ti,15,2,True,True,True,True,True,True,True,True,True,,
RILWAM,3,Cd+Cd+Cd,5,2,True,True,True,True,True,True,True,True,True,,
ZUDJAN,4,Ag+Ag+Ag+Cu,8,2,True,True,True,True,True,True,True,True,True,,
ZIRNIX,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,12,8,True,True,True,True,True,True,True,True,True,,
ROJYOF,2,Y+Y,10,0,True,True,True,True,True,True,True,True,True,,
AQAXEX,2,Hg+Hg,7,1,True,True,True,True,True,True,True,True,True,,
NEYBIC,3,Cd+Cd+Nb,10,2,True,True,True,True,True,True,True,True,True,,
NECDOO,2,Cr+Cr,8,0,True,True,True,True,True,True,True,True,True,,
EJAFUU,6,Ni+Ni+Ni+Ni+Ni+Ni,30,0,True,True,True,True,True,True,True,True,True,,
EQIVEF,3,Mn+Mn+Mn,8,0,True,True,True,True,True,True,True,True,True,,
IXAXAG,2,Rh+Rh,6,2,True,True,True,True,True,True,True,True,True,,
KEZCEB,3,Ag+Ag+Ag,6,0,True,True,True,True,True,True,True,True,True,,
DAXKUI,2,Nb+Nb,10,2,True,True,True,True,True,True,True,True,True,,
ZUHCAG,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
NAZGON02,3,Zn+Zn+Zn,4,3,True,True,True,True,True,True,True,True,True,,
CATNIU10,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
PACZAW,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
DIRMOI,5,Mn+Mn+Mn+Mn+Mn,6,4,True,True,True,True,True,True,True,True,True,,
YIKZEY,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
BAPFII,3,Fe+Fe+Ni,4,0,True,True,True,True,True,True,True,True,True,,
QULRAU,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
EZIBAS,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,22,6,True,True,True,True,True,True,True,True,True,,
NASDIW,6,Co+Co+Co+Co+Co+Co,14,3,True,True,True,True,True,True,True,True,True,,
QUMVEA,2,Hg+Hg,3,2,True,True,True,True,True,True,True,True,True,,
HOGBIO,2,Au+Os,6,1,True,True,True,True,True,True,True,True,True,,
NAPPOM,2,Re+Re,12,0,True,True,True,True,True,True,True,True,True,,
BULYAJ,8,Co+Co+Co+Co+Co+Co+Co+Co,14,6,True,True,True,True,True,True,True,True,True,,
MOFTOR,3,Cd+Ni+Ni,11,0,True,True,True,True,True,True,True,True,True,,
CIPYAE,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,7,7,True,True,True,True,True,True,True,True,True,,
XACZEH,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,25,0,True,True,True,True,True,True,True,True,True,,
PUMYIF,2,Rh+Rh,1,1,True,True,True,True,True,True,True,True,True,,
MEQGUN,4,Cd+Cd+Cd+Cd,6,3,True,True,True,True,True,True,True,True,True,,
YIXGIX,4,Cu+Cu+Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
SABDOT,9,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,14,3,True,True,True,True,True,True,True,True,True,,
SAWNUC,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,24,8,True,True,True,True,True,True,True,True,True,,
ZEKNEL,3,Zn+Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
SOHZAS,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
COHXUW,4,Rh+Rh+Rh+Rh,20,0,True,True,True,True,True,True,True,True,True,,
FIZJOO,2,Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
YIZCAN,8,Co+Co+Co+Co+Co+Co+Co+Co,12,6,True,True,True,True,True,True,True,True,True,,
KIYQER,4,Fe+Fe+Fe+Fe,20,4,True,True,True,True,True,True,True,True,True,,
XIFQUY,2,Y+Y,6,0,True,True,True,True,True,True,True,True,True,,
COWKUV,2,Cd+Cd,7,0,True,True,True,True,True,True,True,True,True,,
HUZNIA,5,Co+Co+Co+Co+Co,12,3,True,True,True,True,True,True,True,True,True,,
MUFYIW,3,Fe+Mn+Mn,12,1,True,True,True,True,True,True,True,True,True,,
TEJMEC,4,Fe+Fe+Fe+Fe,8,1,True,True,True,True,True,True,True,True,True,,
QEXBUS,2,Ru+Ru,6,0,True,True,True,True,True,True,True,True,True,,
HUVGAJ06,6,Cu+Cu+Cu+Cu+Cu+Cu,10,2,True,True,True,True,True,True,True,True,True,,
NOWTOL,2,Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
XAPWOE,3,Cd+Cd+Cd,4,2,True,True,True,True,True,True,True,True,True,,
YALJII,6,Pt+Pt+Pt+Pt+Rh+Rh,24,0,True,True,True,True,True,True,True,True,True,,
YUNFAO,3,Ru+Ru+Ru,13,1,True,True,True,True,True,True,True,True,True,,
HIKJAN,4,Ti+Ti+Zr+Zr,8,2,True,True,True,True,True,True,True,True,True,,
YONFUG,3,Co+Co+Co,18,0,True,True,True,True,True,True,True,True,True,,
NIZFAG,2,Fe+Fe,9,1,True,True,True,True,True,True,True,True,True,,
HOVXUO,4,Cu+Cu+Cu+Cu,16,4,True,True,True,True,True,True,True,True,True,,
