refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,delta_TBPY_SPY,is_intermediate_delta_lt_1,L3_key_hash
RODFEX,W,,,,,0.2600,1.1300,-0.4437,0.0899,0.8700,True,605144970045
RODJUR,Mn,,,,,0.7900,1.6100,-0.0506,0.2330,0.8200,True,427681758233
RODKED,Fe,+2,d6,,,4.8600,6.3300,0.6955,0.8082,1.4700,False,853008769733
RODLUR,Cr,,,C,1-1-1-1,5.6100,5.9900,0.7566,0.7846,0.3800,True,402606621283
RODPEG,Cu,+2,d9,,,4.7800,6.5000,0.6884,0.8195,1.7200,False,944915321161
RODQIL,Cd,,,,,5.7200,6.7400,0.7649,0.8351,1.0200,False,58612337116
ROFKEE,Fe,+2,d6,"C,N",1-1,0.2200,3.4700,-0.4949,0.5527,3.2500,False,810872163924
ROFKOO,Fe,+2,d6,"C,Cl",1-1,0.1200,1.4000,-0.6576,0.1761,1.2800,False,346445877302
ROFKUV,Mn,,,,,4.5000,6.8000,0.6628,0.8388,2.3000,False,584100756489
ROFQEK,Cd,,,,,6.2500,6.2800,0.8028,0.8048,0.0300,True,190237513444
ROFSEK,Fe,+2,d6,P,1-1,0.6800,1.0800,-0.1079,0.0719,0.4000,True,176820497761
ROFYES,Cu,+2,d9,N,1-1,0.4500,1.5800,-0.2596,0.2253,1.1300,False,213707820228
ROHHAY,Ru,+2,d6,"C,Cl,P",1-1-1-1,5.9600,5.9900,0.7825,0.7846,0.0300,True,781218514856
ROHHEC,Ru,+2,d6,Cl,1-1,5.7300,5.8700,0.7657,0.7760,0.1400,True,772997257943
ROHJUU,Mo,,,,,4.8500,5.9700,0.6946,0.7832,1.1200,False,255552825770
ROHKAB,Mo,,,,,0.5100,5.1300,-0.2147,0.7185,4.6200,False,625871370597
ROHMIM,Y,,,,,5.2000,6.7400,0.7243,0.8351,1.5400,False,514237259303
ROHNOR,Ti,,,,,0.6500,1.6100,-0.1249,0.2330,0.9600,True,96250862219
ROJMEL,Ru,+2,d6,S,2-2,5.6500,5.6900,0.7597,0.7627,0.0400,True,458107761877
ROJNEM,Ru,+2,d6,"N,S",2-2,10.9700,17.9200,1.0441,1.2558,6.9500,False,434293552028
ROKFIG,Au,,,N,2-2,1.1100,1.5000,0.0828,0.2041,0.3900,True,968192406579
ROKYUM,V,,,,,0.4400,1.5300,-0.2676,0.2122,1.0900,False,403795436960
ROLHUZ,Zn,+2,d10,"N,O",1-1,0.2600,1.2700,-0.4437,0.1367,1.0100,False,322322915108
ROLNAI,Zn,+2,d10,,,0.5300,1.5600,-0.2007,0.2201,1.0300,False,173993404704
ROLNEM,Zn,+2,d10,N,1-1,5.2800,5.6100,0.7308,0.7566,0.3300,True,594854973806
ROLSOB,V,,,,,0.6700,5.7100,-0.1135,0.7642,5.0400,False,917724756747
ROLTIY,Ni,+2,d8,N,1-1,0.3000,1.5600,-0.3979,0.2201,1.2600,False,855965842436
ROLVIY,Cu,+2,d9,"N,O",2-1-1,8.2000,11.1700,0.9191,1.0519,2.9700,False,393348349790
ROLXID,Ru,+2,d6,,,10.3700,15.8100,1.0199,1.2017,5.4400,False,691339910247
ROMFOS,Cu,+2,d9,,,1.4200,5.2000,0.1818,0.7243,3.7800,False,680167590952
ROMFUY,Cu,+2,d9,,,1.7200,3.4700,0.2601,0.5527,1.7500,False,903879550650
ROMGAE,Fe,+2,d6,,,6.6500,14.6700,0.8293,1.1694,8.0200,False,709597909424
ROMKUB,V,,,,,4.7800,5.4800,0.6884,0.7466,0.7000,True,660546968167
ROMLAI,V,,,,,5.3200,6.0800,0.7340,0.7910,0.7600,True,906466170928
RONREU,Ni,+2,d8,"N,O",1-1,6.4900,14.2900,0.8189,1.1581,7.8000,False,352728437423
RONVOJ,Co,+2,d7,"Cl,N",1-1,5.3000,6.3700,0.7324,0.8109,1.0700,False,362097967531
ROPLIV,Ru,+2,d6,"C,O",1-1,0.3300,2.0200,-0.3665,0.3263,1.6900,False,139950283275
ROPLOB,Ru,+2,d6,Cl,1-1,0.3100,1.4100,-0.3872,0.1790,1.1000,False,762698189145
ROPROH,Cu,+2,d9,N,1-1-1-1,5.0000,6.0000,0.7076,0.7853,1.0000,False,673264588076
ROPSUK,Cu,+2,d9,"N,O",2,10.5900,11.7200,1.0290,1.0726,1.1300,False,557527666566
ROQDOU,Zn,+2,d10,,,5.5000,5.7000,0.7482,0.7634,0.2000,True,506233550602
ROQDUA,Zn,+2,d10,,,5.5600,5.6600,0.7528,0.7604,0.1000,True,418780682769
ROQFAI,Zn,+2,d10,,,5.3800,7.7700,0.7388,0.8960,2.3900,False,194229489698
ROQFIQ,Zn,+2,d10,,,5.6300,5.7100,0.7582,0.7642,0.0800,True,555423467587
ROSZIM,Fe,+2,d6,,,5.2200,5.6300,0.7259,0.7582,0.4100,True,149179237358
ROTJUJ,Ru,+2,d6,"C,N,P",1-1-1-1,6.2100,6.3000,0.8000,0.8062,0.0900,True,132343188615
ROTXOQ,Ru,+2,d6,"N,P",1-1,0.6200,5.6200,-0.1427,0.7574,5.0000,False,832233299790
ROVCIQ,Zn,+2,d10,,,5.1500,5.7800,0.7202,0.7694,0.6300,True,887147241002
ROVJAR,Cu,+2,d9,,,5.5600,8.9100,0.7528,0.9547,3.3500,False,35291564080
ROVJEV,Cu,+2,d9,,,8.5400,10.9000,0.9365,1.0414,2.3600,False,35291564080
ROVJIZ,Cu,+2,d9,,,9.3000,9.1300,0.9731,0.9652,0.1700,True,859718186553
ROVLOG,Fe,+2,d6,,,4.7900,6.5300,0.6893,0.8215,1.7400,False,990316572106
ROWBIQ,Zn,+2,d10,,,0.7900,0.9900,-0.0506,0.0374,0.2000,True,323198344492
ROWLOG,W,,,N,1-1,5.7900,3.2200,0.7701,0.5211,2.5700,False,590940595717
ROWLUM,W,,,"N,P",1-1,0.8800,6.6700,-0.0088,0.8306,5.7900,False,235858378825
ROWMAT,W,,,,,0.3500,0.5200,-0.3468,-0.2076,0.1700,True,343627325151
ROWMEX,W,,,"N,O",1-1,0.2800,5.8300,-0.4202,0.7731,5.5500,False,730569773311
ROWMIC,Ru,+2,d6,,,0.2200,0.8500,-0.4949,-0.0223,0.6300,True,116264338308
ROWRAY,Ir,,,C,1-1,0.6700,0.9600,-0.1135,0.0253,0.2900,True,651381357156
ROWREC,Ir,,,C,1-1,5.0500,6.2200,0.7118,0.8007,1.1700,False,318574064154
ROWRUS,Ir,,,C,1-1,5.4800,6.2100,0.7466,0.8000,0.7300,True,895213663567
ROWSED,Ir,,,C,1-1,0.5100,1.3800,-0.2147,0.1703,0.8700,True,522602060184
ROWWEH,Ru,+2,d6,"C,Cl",1-1,5.1700,6.0600,0.7218,0.7896,0.8900,True,971694541256
ROXJEW,Cd,,,,,5.7700,7.0600,0.7686,0.8549,1.2900,False,868441523236
ROXMOK,Ni,+2,d8,,,4.0000,4.1400,0.6128,0.6274,0.1400,True,722248601012
ROXWUA,Zn,+2,d10,,,1.0500,3.2900,0.0607,0.5302,2.2400,False,880189961561
ROYPIH,Cu,+2,d9,"N,O",1-1,4.6600,6.0600,0.6776,0.7896,1.4000,False,404311004248
ROYTIL,Zn,+2,d10,N,1-1,0.5200,0.5700,-0.2076,-0.1739,0.0500,True,423600191741
ROYVUA,Co,+3,d6,N,2,4.6700,10.5400,0.6785,1.0269,5.8700,False,80365038177
ROYWAH,Co,+3,d6,N,2,4.5400,13.2900,0.6665,1.1268,8.7500,False,80365038177
ROZBEQ,Ir,,,"C,Cl,P",2-1-1,6.0700,6.1300,0.7903,0.7945,0.0600,True,627189075442
ROZPUV,Pd,+2,d8,"Br,C",1-1,0.8000,6.1500,-0.0458,0.7959,5.3500,False,54217735534
ROZTOS,Ti,,,,,0.3200,0.7500,-0.3768,-0.0706,0.4300,True,809398184780
ROZVEK,Ti,,,,,0.2700,5.8200,-0.4318,0.7723,5.5500,False,682677391466
RUBBAV,Fe,+2,d6,"C,N,P",3-1,5.3300,6.0000,0.7348,0.7853,0.6700,True,769813550041
RUBJEF,Cu,+2,d9,N,2,2.6600,4.2700,0.4409,0.6405,1.6100,False,907361748373
RUCKUX,Mo,,,"N,P",1-1,0.3100,1.5200,-0.3872,0.2095,1.2100,False,420735816211
RUCLAD,Pd,+2,d8,"C,N,S",2-2,4.5200,5.5800,0.6646,0.7543,1.0600,False,454386025813
RUCLTP01,Ru,+2,d6,,,4.5600,5.2700,0.6684,0.7300,0.7100,True,789367396899
RUCMAE,Zn,+2,d10,,,0.6400,6.3400,-0.1308,0.8089,5.7000,False,158336703826
RUCMAE01,Zn,+2,d10,,,1.3000,1.3900,0.1461,0.1732,0.0900,True,158336703826
RUCMEI,Cu,+2,d9,"Cl,N",1-1,1.3900,6.5200,0.1732,0.8209,5.1300,False,454926671545
RUCNOT,Co,+2,d7,,,0.9100,6.1900,0.0043,0.7987,5.2800,False,80365339028
RUCNUZ,Ni,+2,d8,,,2.9200,5.0900,0.4800,0.7152,2.1700,False,342399493815
RUCPAH,Zn,+2,d10,,,4.7300,5.2200,0.6839,0.7259,0.4900,True,121464605595
RUCRIT,Mn,,,,,9.7800,18.7300,0.9948,1.2749,8.9500,False,544864202598
RUCROZ,Mn,,,,,9.2000,14.0500,0.9685,1.1508,4.8500,False,796776683191
RUDBAU,Fe,+2,d6,,,4.9300,5.9200,0.7016,0.7796,0.9900,True,766923742808
RUDBEY,Fe,+2,d6,,,0.4700,0.8800,-0.2441,-0.0088,0.4100,True,292002533650
RUDBIC,Fe,+2,d6,,,0.4100,4.6700,-0.2924,0.6785,4.2600,False,52392653632
RUDDUR,Co,+2,d7,N,1-1,0.5400,5.8700,-0.1938,0.7760,5.3300,False,371382047815
RUDKOT,Cu,+2,d9,"Cl,N",2-1-1,0.8300,0.8500,-0.0315,-0.0223,0.0200,True,9506948481
RUDMOU,Cu,+2,d9,"N,O",1-1,5.8000,13.3500,0.7709,1.1287,7.5500,False,808187081219
RUDMUA,Cu,+2,d9,N,1-1,6.1700,11.3400,0.7973,1.0584,5.1700,False,252797096796
RUDNAH,Cu,+2,d9,,,4.6000,6.2200,0.6721,0.8007,1.6200,False,404086158165
RUDROZ,Cu,+2,d9,"N,O",1-1,8.4000,5.3800,0.9294,0.7388,3.0200,False,250295224600
RUDSAM,Cu,+2,d9,"N,O",1-1,0.3500,0.8900,-0.3468,-0.0044,0.5400,True,404052159175
RUDSAM01,Cu,+2,d9,"N,O",1-1,4.7400,5.6900,0.6848,0.7627,0.9500,True,404052159175
RUDVIW,Cd,,,,,0.9900,6.4200,0.0374,0.8142,5.4300,False,864893985246
RUDWIX,Zn,+2,d10,,,0.5800,1.6700,-0.1675,0.2480,1.0900,False,363124682636
RUFJOR,Os,,,"C,Cl",1-1,5.5900,5.8300,0.7551,0.7731,0.2400,True,13799013191
RUFLUB,Fe,+2,d6,"F,P",1-1,0.2100,5.7200,-0.5086,0.7649,5.5100,False,819379563438
RUFQIT,Cu,+2,d9,N,1-1-1-1,11.2100,10.5900,1.0535,1.0290,0.6200,True,186010333712
RUFWAQ,Ti,,,,,5.0400,5.8700,0.7110,0.7760,0.8300,True,291888321623
RUGCOO,Cu,+2,d9,N,1-1,0.5800,4.5100,-0.1675,0.6637,3.9300,False,284270185384
RUGCUU,Cu,+2,d9,N,1-1,0.4700,3.2000,-0.2441,0.5185,2.7300,False,406991875966
RUGVEW,Cu,+2,d9,N,1-1,0.6000,6.1400,-0.1549,0.7952,5.5400,False,719994551305
RUHFUW,Ni,+2,d8,"N,O",1-1,0.1900,0.5500,-0.5376,-0.1871,0.3600,True,701980348187
RUHHIN,Cu,+2,d9,"N,O",1-1,0.5100,4.4300,-0.2147,0.6561,3.9200,False,146162734194
RUHNEN,Fe,+2,d6,P,1-1,0.4700,5.8100,-0.2441,0.7716,5.3400,False,492401420636
RUJBON,Cu,+2,d9,,,6.2500,12.0400,0.8028,1.0842,5.7900,False,754551576924
RUJRAT,Cu,+2,d9,,,5.0600,6.5700,0.7126,0.8241,1.5100,False,668494157889
RUJSOE,Co,+3,d6,"Br,N,O",2-1-1,4.6900,8.0700,0.6803,0.9122,3.3800,False,218555648155
RUKCOT,Cd,,,,,3.9300,4.9400,0.6053,0.7024,1.0100,False,97065419637
RUKGOW,Fe,+2,d6,,,4.7600,5.3900,0.6866,0.7396,0.6300,True,545744276191
RUKJOY,Co,+2,d7,P,2,0.7100,6.2300,-0.0915,0.8014,5.5200,False,630205836847
RUKJUE,Co,+2,d7,,,4.9400,6.1300,0.7024,0.7945,1.1900,False,948488654599
RUKKAL,Co,+2,d7,P,2,0.7700,4.9900,-0.0605,0.7067,4.2200,False,256781853578
RUKKEP,Co,+2,d7,"Cl,N,P",3-1,5.0900,6.0200,0.7152,0.7868,0.9300,True,1717760979
RUKMOZ,Re,,,,,0.5200,5.7600,-0.2076,0.7679,5.2400,False,113549212750
RUKMUF,Re,,,,,0.3700,1.3400,-0.3279,0.1584,0.9700,True,349405473208
RUKREU,Ti,,,,,1.1800,6.7700,0.1072,0.8370,5.5900,False,448195130732
RUKWIH,V,,,,,0.1100,1.1200,-0.6778,0.0864,1.0100,False,590687895086
RUKZOM,Co,+2,d7,N,1-1,0.3700,1.3200,-0.3279,0.1523,0.9500,True,886507540409
RUKZOM01,Co,+2,d7,N,1-1,0.3700,1.3200,-0.3279,0.1523,0.9500,True,886507540409
RULDOR,Cu,+2,d9,N,1-1,8.8900,12.0300,0.9538,1.0839,3.1400,False,956205131134
RULGUD,Fe,+2,d6,N,1-1,0.0100,5.4300,-0.9586,0.7427,5.4200,False,222582566200
RULXAY,Zn,+2,d10,,,1.1000,6.3700,0.0792,0.8109,5.2700,False,514568996708
RULYUT,Ru,+2,d6,"C,O",1-1,5.7700,6.1100,0.7686,0.7931,0.3400,True,28308797096
RUMFAG,Zn,+2,d10,"N,S",1-1,0.5800,5.4400,-0.1675,0.7435,4.8600,False,293106714228
RUMGAH,Cu,+2,d9,N,1-1,4.7000,5.7100,0.6812,0.7642,1.0100,False,280738388290
RUMLIX,Cu,+2,d9,"N,O",2-2,5.1200,6.3500,0.7177,0.8096,1.2300,False,183142310142
RUMTUQ,Mo,,,,,5.4700,6.0800,0.7459,0.7910,0.6100,True,2737224642
RUMVAY,Mo,,,,,5.4500,6.1300,0.7443,0.7945,0.6800,True,865454137603
RUMVEC,W,,,,,0.4100,1.6500,-0.2924,0.2430,1.2400,False,978938954213
RUMVIG,W,,,,,5.3900,6.0900,0.7396,0.7917,0.7000,True,434748981318
RUNGOY,Cu,+2,d9,"O,S",2,0.7800,5.7400,-0.0555,0.7664,4.9600,False,264822651615
RUNPIA,Ti,,,,,6.0800,7.2600,0.7910,0.8669,1.1800,False,752164377720
RUNPUM,Ti,,,,,0.4700,0.5100,-0.2441,-0.2147,0.0400,True,68975755184
RUNTAX,Cu,+2,d9,"N,O",2,4.4300,6.0700,0.6561,0.7903,1.6400,False,910488770184
RUNVAY,Zn,+2,d10,,,0.7500,6.5100,-0.0706,0.8202,5.7600,False,92847918817
RUNVEC,Zn,+2,d10,,,0.8500,5.9000,-0.0223,0.7782,5.0500,False,63407842161
RUNYAA,Mn,,,,,4.6100,6.5200,0.6730,0.8209,1.9100,False,221719421431
RUNZAC,Cu,+2,d9,N,1-1,0.4900,1.2400,-0.2291,0.1271,0.7500,True,165735877389
RUPMEX,Co,+2,d7,N,2,0.3800,1.0900,-0.3188,0.0755,0.7100,True,805980414787
RUPPIE,Re,,,C,1-1,0.0400,5.5200,-0.8539,0.7497,5.4800,False,108875160579
RUPTEE,Cu,+2,d9,"N,O",1-1,8.2400,11.7500,0.9212,1.0737,3.5100,False,80446620300
RUPTUV,Mn,,,N,4,5.1900,5.8100,0.7235,0.7716,0.6200,True,643229572271
RUPVUW,Os,,,,,6.2500,6.3200,0.8028,0.8075,0.0700,True,975855869266
RUQCEP,Cu,+2,d9,N,2,0.5300,4.9400,-0.2007,0.7024,4.4100,False,770229929720
RUQCIT,Zn,+2,d10,,,0.4700,6.6900,-0.2441,0.8319,6.2200,False,720022525508
RUQCOZ,Cd,,,,,0.7800,3.4700,-0.0555,0.5527,2.6900,False,214636097856
RUQLEU,Ru,+2,d6,"C,P",1-1,0.4000,5.9100,-0.3010,0.7789,5.5100,False,549207043592
RUQNAS,V,,,,,0.2100,0.6000,-0.5086,-0.1549,0.3900,True,513812469153
RUQNAT,Hg,,,,,1.2500,1.4500,0.1303,0.1903,0.2000,True,217192922957
RUQSOL,Zn,+2,d10,,,0.6400,0.6500,-0.1308,-0.1249,0.0100,True,157313502229
RUQTUU,Rh,+3,d6,"C,Cl,P",1-1-1-1,5.1600,5.9600,0.7210,0.7825,0.8000,True,517156994841
RUQXOQ,Fe,+2,d6,P,1-1,0.6200,1.2900,-0.1427,0.1430,0.6700,True,429937409047
RUQXOT,V,,,,,0.6900,5.8100,-0.1024,0.7716,5.1200,False,108553770036
RUQYOT,Zn,+2,d10,,,0.7400,1.5300,-0.0757,0.2122,0.7900,True,943864907530
RUQYUX,Os,,,"C,Cl",1-1,5.3700,5.6100,0.7380,0.7566,0.2400,True,224631903520
RUQYUX01,Os,,,"C,Cl",1-1,5.3700,5.6100,0.7380,0.7566,0.2400,True,224631903520
RUQYUZ,Fe,+2,d6,,,8.4600,13.0300,0.9325,1.1183,4.5700,False,341508186463
RUQZAG,Zn,+2,d10,,,5.4100,5.7800,0.7412,0.7694,0.3700,True,503566402032
RUQZEK,Fe,+2,d6,,,7.1500,6.3100,0.8603,0.8069,0.8400,True,667644954066
RUQZIO,Fe,+2,d6,,,0.8500,6.3600,-0.0223,0.8102,5.5100,False,717251972044
RUQZOU,Fe,+2,d6,,,1.0000,6.3900,0.0414,0.8122,5.3900,False,995791767140
RURHIY,Cu,+2,d9,,,4.8100,5.7400,0.6911,0.7664,0.9300,True,105966778275
RURJAR,Zn,+2,d10,,,1.0900,1.2900,0.0755,0.1430,0.2000,True,105678270259
RURKOE,Co,+2,d7,C,1-1,0.1100,0.8800,-0.6778,-0.0088,0.7700,True,559979274821
RURMOI,Ir,,,"C,Cl",1-1,5.7400,6.1800,0.7664,0.7980,0.4400,True,589433356552
RURRON,Y,,,N,1-1,1.2300,6.4500,0.1239,0.8162,5.2200,False,854735798773
RURXOR,Cu,+2,d9,,,4.3300,6.4600,0.6464,0.8169,2.1300,False,865120580332
RUSBIR,Zn,+2,d10,N,2,4.6600,5.8400,0.6776,0.7738,1.1800,False,580737848437
RUSCUD,Zn,+2,d10,,,0.7100,0.8700,-0.0915,-0.0132,0.1600,True,213571160648
RUSFIY,Ru,+2,d6,N,1-1,0.6300,1.4100,-0.1367,0.1790,0.7800,True,375366983465
RUSGAR,Ru,+2,d6,N,1-1,0.6900,1.3700,-0.1024,0.1673,0.6800,True,240523716914
RUSLOI,Zn,+2,d10,N,2,5.0000,5.8300,0.7076,0.7731,0.8300,True,573619101372
RUSNID,Mn,,,,,5.7300,7.0500,0.7657,0.8543,1.3200,False,628704649431
RUSNID01,Mn,,,,,1.6000,3.0900,0.2304,0.5038,1.4900,False,628704649431
RUSVIN,Sc,,,,,4.3300,6.0000,0.6464,0.7853,1.6700,False,111253093372
RUTBUD,Ru,+2,d6,P,1-1,1.4100,6.2100,0.1790,0.8000,4.8000,False,488252349304
RUTDIV,W,,,,,5.0200,5.6800,0.7093,0.7619,0.6600,True,319563324197
RUTMAV,Ni,+2,d8,"C,P",1-1,0.2000,5.7800,-0.5229,0.7694,5.5800,False,883573434453
RUTMEZ,Ni,+2,d8,"C,P",1-1,0.1900,5.7100,-0.5376,0.7642,5.5200,False,919076467898
RUTNEZ,Zn,+2,d10,,,0.2900,0.7200,-0.4089,-0.0862,0.4300,True,768059334876
RUTPEB,Zn,+2,d10,N,2,4.9200,5.8300,0.7007,0.7731,0.9100,True,846861620084
RUTQUS,Zn,+2,d10,,,4.7800,5.7900,0.6884,0.7701,1.0100,False,776266687256
RUTTAB,Co,+2,d7,"N,P",1-1,4.6900,5.7000,0.6803,0.7634,1.0100,False,427741116036
RUTTEF,Co,+2,d7,"N,P",1-1,4.1400,5.7900,0.6274,0.7701,1.6500,False,444041287493
RUVCUI,Zn,+2,d10,,,0.7000,4.8900,-0.0969,0.6981,4.1900,False,951601891381
RUVFOD,Cu,+2,d9,N,1-1,9.5800,9.6900,0.9859,0.9908,0.1100,True,135520174888
RUVHOF,Zn,+2,d10,,,0.3400,6.1400,-0.3565,0.7952,5.8000,False,315001491979
RUVMEA,Cu,+2,d9,,,1.3400,5.1000,0.1584,0.7160,3.7600,False,419835654657
RUVPUW,Cd,,,,,0.3200,6.7300,-0.3768,0.8344,6.4100,False,573181577266
RUVQIL,Zn,+2,d10,"N,O",2,0.1700,0.7400,-0.5686,-0.0757,0.5700,True,854290003312
RUVREI,Zn,+2,d10,"N,O",2,0.1300,3.4200,-0.6383,0.5465,3.2900,False,353380105974
RUWNUW,Zn,+2,d10,N,1-1,5.7600,6.4200,0.7679,0.8142,0.6600,True,317438072443
RUXSIO,Sc,,,"N,S",1-1,0.8600,5.7800,-0.0177,0.7694,4.9200,False,645105179835
RUXTAH,Sc,,,,,11.9700,10.8100,1.0817,1.0378,1.1600,False,458162879774
RUXTIP,Sc,,,,,4.9100,5.2200,0.6998,0.7259,0.3100,True,662803983402
RUYKIJ,Cu,+2,d9,N,1-1,8.0100,8.5400,0.9090,0.9365,0.5300,True,858269887547
RUYNEE,Ni,+2,d8,N,1-1,4.7900,6.7700,0.6893,0.8370,1.9800,False,999679745272
RUYPAC,Ti,,,,,0.4500,3.6500,-0.2596,0.5740,3.2000,False,668347725645
RUYQEH,W,,,,,0.1800,0.4500,-0.5528,-0.2596,0.2700,True,471608180467
RUYQOR,W,,,,,0.3200,0.8400,-0.3768,-0.0269,0.5200,True,471608180467
RUYTAG,Zn,+2,d10,,,4.2400,5.1000,0.6375,0.7160,0.8600,True,127165586997
RUZPOR,Zn,+2,d10,"N,S",1-1,4.1700,5.6300,0.6304,0.7582,1.4600,False,416246037008
RUZQAE,Zn,+2,d10,,,0.5800,0.6700,-0.1675,-0.1135,0.0900,True,146047532218
RUZQIM,Zn,+2,d10,,,5.7200,10.9800,0.7649,1.0445,5.2600,False,715081534713
RUZQOS,Zn,+2,d10,,,5.6200,6.4100,0.7574,0.8136,0.7900,True,667091505214
RUZQUY,Zn,+2,d10,N,1-1,0.3100,0.4300,-0.3872,-0.2757,0.1200,True,565144998036
RUZTEL,Zn,+2,d10,"N,O",1-1,0.2600,1.8000,-0.4437,0.2788,1.5400,False,269748110083
RUZTOV,Zn,+2,d10,"N,O",1-1,0.3100,5.8900,-0.3872,0.7774,5.5800,False,687418244800
RUZVOX,Zn,+2,d10,"N,O",1-1,0.2600,3.0400,-0.4437,0.4969,2.7800,False,533955747173
RUZZIW,Cu,+2,d9,N,2,3.5400,4.7800,0.5611,0.6884,1.2400,False,637170917141
SABDOP,Tc,,,,,5.4900,6.7500,0.7474,0.8357,1.2600,False,936829414586
SABFAD,Tc,,,,,4.2600,5.2200,0.6395,0.7259,0.9600,True,534702367635
SABFOR,Cu,+2,d9,N,4,6.3800,14.5300,0.8116,1.1652,8.1500,False,409542114261
SABPER,Ir,,,"N,P",2-2,5.0300,5.5600,0.7101,0.7528,0.5300,True,303938766606
SABVAT,Pt,+2,d8,C,1-1-1-1,0.0700,1.0600,-0.7696,0.0645,0.9900,True,51863660201
SABVEX,Pt,+2,d8,C,1-1-1-1,0.0600,1.0400,-0.7959,0.0569,0.9800,True,51863660201
SACGUB,Ta,,,,,3.0200,3.3800,0.4942,0.5416,0.3600,True,706876403152
SACMUE,Mo,,,,,8.5900,8.7100,0.9390,0.9450,0.1200,True,203938645206
SACQAO,Mo,,,,,3.0300,9.9500,0.4955,1.0022,6.9200,False,693494660724
SACRIY,Os,,,P,1-1,0.0600,0.9300,-0.7959,0.0128,0.8700,True,606838721762
SADFIO,Cu,+2,d9,N,1-1,0.4300,0.5800,-0.2757,-0.1675,0.1500,True,950302372092
SADJOW,W,,,C,1-1,0.0900,0.6500,-0.7212,-0.1249,0.5600,True,155802333842
SAEDZN11,Zn,+2,d10,,,4.5800,6.0000,0.6702,0.7853,1.4200,False,557729758221
SAFBEK,Cu,+2,d9,"Cl,N",1-1-1-1,5.0800,5.9300,0.7143,0.7803,0.8500,True,110883009475
SAFCOV,Zn,+2,d10,"I,N",1-1,0.9500,1.7300,0.0212,0.2625,0.7800,True,374268858874
SAFDOW,Ni,+2,d8,,,4.5300,5.9600,0.6656,0.7825,1.4300,False,200379756886
SAFJEQ,Cu,+2,d9,N,1-1,10.0800,12.2700,1.0077,1.0924,2.1900,False,505018561907
SAFPUP,Fe,+2,d6,"N,P",1-1,0.3200,0.8900,-0.3768,-0.0044,0.5700,True,578365696125
SAFQEV,Mn,,,"N,O",1-1,0.7600,1.7900,-0.0655,0.2765,1.0300,False,38771241943
SAFYEG,Mo,,,"C,Cl,P",2-1-1,0.8000,2.4100,-0.0458,0.3997,1.6100,False,40572497280
SAGGUC,Co,+2,d7,P,1-1,0.6600,1.7200,-0.1192,0.2601,1.0600,False,857569374150
SAGKUJ,V,,,,,5.1000,5.6600,0.7160,0.7604,0.5600,True,66069828504
SAGMAR,Cu,+2,d9,,,5.4500,6.6800,0.7443,0.8312,1.2300,False,90035688670
SAGWEF,Ru,+2,d6,P,1-1,0.5500,1.1100,-0.1871,0.0828,0.5600,True,683416872735
SAHBOV,Ru,+2,d6,C,1-1-1-1,0.2700,0.7000,-0.4318,-0.0969,0.4300,True,633282602759
SAHDOU,Cu,+2,d9,N,1-1,5.3400,6.7600,0.7356,0.8363,1.4200,False,193301163478
SAHFEN,Zn,+2,d10,,,4.8100,6.3000,0.6911,0.8062,1.4900,False,218629602135
SAHFEQ,Co,+2,d7,,,4.8600,5.1900,0.6955,0.7235,0.3300,True,516888155595
SAHFIU,Co,+2,d7,,,5.1700,6.5600,0.7218,0.8235,1.3900,False,212210061074
SAHNUL,Cu,+2,d9,,,4.7000,6.5800,0.6812,0.8248,1.8800,False,162274775853
SAHPAT,Cu,+2,d9,"Cl,N",1-1,4.9100,5.9700,0.6998,0.7832,1.0600,False,992390580081
SAHYIN,Co,+2,d7,"N,O",1-1,0.3700,5.7100,-0.3279,0.7642,5.3400,False,498477367438
SAHZAG,Co,+2,d7,"N,O",1-1,0.3300,5.7300,-0.3665,0.7657,5.4000,False,152019504254
SAHZEK,Fe,+2,d6,"N,O",1-1,0.3600,1.1800,-0.3372,0.1072,0.8200,True,978311366682
SAJCEQ,Ru,+2,d6,"N,P",2-2,5.6300,5.6600,0.7582,0.7604,0.0300,True,988360803297
SAJKIX,Cu,+2,d9,,,0.8400,4.5300,-0.0269,0.6656,3.6900,False,195311918270
SAJSOQ,Cu,+2,d9,"N,O",3-1,4.6800,6.2000,0.6794,0.7993,1.5200,False,374376508557
SAJTEF,Cu,+2,d9,"N,O",3-1,8.9100,14.5200,0.9547,1.1649,5.6100,False,981274536419
SAJXIL,Ru,+2,d6,"C,O",1-1,6.0700,6.3100,0.7903,0.8069,0.2400,True,951642120940
SAKDAJ,Ta,,,"N,O",1-1,4.6900,5.5700,0.6803,0.7536,0.8800,True,384037876793
SAKDEN,Ta,,,,,0.1700,0.9100,-0.5686,0.0043,0.7400,True,255002599425
SAKQEB,Cu,+2,d9,N,1-1,0.6100,5.3100,-0.1487,0.7332,4.7000,False,184639763870
SAKSOR,Rh,+3,d6,"Br,C",2-1-1,0.5000,1.8200,-0.2218,0.2833,1.3200,False,185631342259
SAKVAE,Y,,,O,1-1,0.0900,0.7800,-0.7212,-0.0555,0.6900,True,851317069125
SAKVAG,V,,,,,4.0300,5.4100,0.6160,0.7412,1.3800,False,911489784662
