refcode,metal_count,metals,candidate_type,bridge_count,bridge_types,has_mu2,has_mu3,has_mu4_or_higher,has_metal_metal_contact,has_direct_MM_bond,local_CNs,local_shapes,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
REJHIX,2,Re+Re,multi,0,,False,False,False,False,False,"6,6",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
NAJJAM,5,Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,4,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOLWUU,2,Cu+Zn,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AYULIR,6,Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LITWET,2,Ag+Ag,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UDIWEK01,2,Co+Co,multi,0,,False,False,False,False,False,"4,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUQKOS,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"3,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YAGPAX,3,Ti+Ti+Ti,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RILWAM,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUDJAN,4,Ag+Ag+Ag+Cu,multi,0,,False,False,False,False,False,"1,1,3,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZIRNIX,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"3,3,3,3,5,5,5,5",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
ROJYOF,2,Y+Y,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AQAXEX,2,Hg+Hg,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NEYBIC,3,Cd+Cd+Nb,multi,0,,False,False,False,False,False,"1,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NECDOO,2,Cr+Cr,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EJAFUU,6,Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"5,5,5,5,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EQIVEF,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IXAXAG,2,Rh+Rh,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEZCEB,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DAXKUI,2,Nb+Nb,multi,0,,False,False,False,False,False,"7,7",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUHCAG,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NAZGON02,3,Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,2,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CATNIU10,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PACZAW,2,Co+Co,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DIRMOI,5,Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,1,1,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YIKZEY,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BAPFII,3,Fe+Fe+Ni,multi,0,,False,False,False,False,False,"0,0,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QULRAU,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EZIBAS,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"3,4,4,4,4,5,5,5",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NASDIW,6,Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,2,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QUMVEA,2,Hg+Hg,multi,0,,False,False,False,False,False,"2,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NATHOH,23,Mn+Mn+Mn+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_23,medium
HOGBIO,2,Au+Os,multi,0,,False,False,False,False,False,"2,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOHJAG,20,Pt+Pt+Pt+Pt+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_20,medium
NAPPOM,2,Re+Re,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BULYAJ,8,Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,1,2,4,4,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOFTOR,3,Cd+Ni+Ni,multi,0,,False,False,False,False,False,"6,1,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DOMXEJ,3,Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
CIPYAE,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,3,3,5,5,6,6,6",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XACZEH,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,3,3,5,5,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUMYIF,2,Rh+Rh,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MEQGUN,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AGEXIX,22,Ni+Ni+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_22,medium
YIXGIX,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SABDOT,9,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,1,2,4,4,6",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SAWNUC,10,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4,4,4",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZEKNEL,3,Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SOHZAS,2,Cu+Cu,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COHXUW,4,Rh+Rh+Rh+Rh,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FIZJOO,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YIZCAN,8,Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,1,2,2,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIYQER,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XIFQUY,2,Y+Y,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FUYREX,15,Cu+Cu+Cu+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_15,medium
COWKUV,2,Cd+Cd,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUZNIA,5,Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MUFYIW,3,Fe+Mn+Mn,multi,0,,False,False,False,False,False,"6,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TEJMEC,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"1,1,1,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QEXBUS,2,Ru+Ru,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUVGAJ06,6,Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,1,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NOWTOL,2,Cd+Cd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XAPWOE,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YALJII,6,Pt+Pt+Pt+Pt+Rh+Rh,multi,0,,False,False,False,False,False,"5,5,6,6,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUNFAO,3,Ru+Ru+Ru,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HIKJAN,4,Ti+Ti+Zr+Zr,multi,0,,False,False,False,False,False,"3,3,2,2",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DAMMAI,24,Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_24,medium
YONFUG,3,Co+Co+Co,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NIZFAG,2,Fe+Fe,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HOVXUO,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ECUNUL,2,Zr+Zr,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XODHOO,2,Co+Co,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COXMOU,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FUZXED,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RAHWOO,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUVGEH,5,Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"6,6,6,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TEBDEJ,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOCWEV,2,Nb+Nb,multi,0,,False,False,False,False,False,"6,8",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUPKEI,13,Cu+Cu+Cu+Nb+Nb+Nb+Nb+Nb+Nb+Nb+Nb+Nb+Nb,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
ROJRAK,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CETREY,2,Ni+Ni,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JIDQOG,2,Co+Co,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUDGEO,18,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
RUXBUK,8,Mo+Mo+Mo+Mo+Mo+Mo+Mo+V,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DOCHOU,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MADXUL,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YEPGIN,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CAYMIY,2,V+V,multi,0,,False,False,False,False,False,"6,6",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
UJUBAD,7,Cu+Cu+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"5,5,6,6,6,6,6",",,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
WEGKOK,7,Ag+Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,1,2,3,3,4",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QEYNUE,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IYUWIJ,28,Ru+Ru+Ru+Ru+Ru+Ru+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_28,medium
KAHZIG,4,Ni+Sc+Sc+Sc,multi,0,,False,False,False,False,False,"4,1,1,1",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TIPVEW01,2,Co+Co,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ADOTOE,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ABUMET,2,Rh+Rh,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MORXUM,3,Mn+Mo+Mo,multi,0,,False,False,False,False,False,"6,5,5",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
LEMJET,6,Ru+Ru+Ru+Ru+Ru+Ru,multi,0,,False,False,False,False,False,"1,1,3,3,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NIYBOQ,18,Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Pd+Pd+Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
KUQJEO,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LECTUK,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LUKRUE,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BOVFIE,4,Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUZZIV,2,Y+Y,multi,0,,False,False,False,False,False,"8,8",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HESBEM,2,Ag+Ag,multi,0,,False,False,False,False,False,"1,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UFOTOB,6,Pd+Pd+Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4,4,4",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
UQEFIG,7,Cu+Cu+Cu+Cu+Cu+Cu+W,multi,0,,False,False,False,False,False,"1,1,1,4,4,4,4",",,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
FACNOM,2,Pt+Pt,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIBSUN,13,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
AWAKEP,18,W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
ORUVED,12,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4,4,4,4,4",",,,,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PACTAS,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QACCEC,7,Ru+Ru+Ru+Ru+Ru+Ru+Ru,multi,0,,False,False,False,False,False,"7,7,7,8,8,8,8",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SOTHIS,2,Cu+Cu,multi,0,,False,False,False,False,False,"2,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YAJFEV,2,Nb+Nb,multi,0,,False,False,False,False,False,"9,9",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIGDUI01,8,Cu+Cu+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"1,6,2,3,6,6,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DENHIQ,6,Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4,4,4",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
FESTAA,2,Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
VEWFOV,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KABCEV,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZIVMOI,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,3,3,3,3,3,3,3,3",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CPCOBI10,2,Co+Co,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DOBWUO,6,Re+Re+Re+Re+Re+Re,multi,0,,False,False,False,False,False,"6,6,6,6,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WOYHEA,4,Ni+Ni+Zn+Zn,multi,0,,False,False,False,False,False,"6,6,5,5",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
CEDCIX,2,Ti+Ti,multi,0,,False,False,False,False,False,"1,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUDXEG,3,Co+Co+Co,multi,0,,False,False,False,False,False,"1,2,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FIMLUJ,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WIJROX,2,Ru+Ru,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TASKEE,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UJIGEZ,10,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,1,1,6,6,6,6,6,6",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
POLCUO,3,Ni+Ni+Ni,multi,0,,False,False,False,False,False,"4,4,4",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
NAHPUI01,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YISRID13,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MIWZOL,14,Co+Co+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_14,medium
UJUWUT,6,Os+Os+Os+Os+Os+Os,multi,0,,False,False,False,False,False,"6,6,6,6,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QORBEE01,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EWERUT,5,V+V+V+V+V,multi,0,,False,False,False,False,False,"1,1,1,5,5",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DEWSON,2,Mo+W,multi,0,,False,False,False,False,False,"4,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AQEQOC,2,Zn+Zn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CIJJEM,4,Ir+Ir+Ir+Ir,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SUBVAQ,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,7,7,7",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DOXLUB,2,Ni+Ni,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HALHAG,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5,5,5,5,5",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOXSAI,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ULALUP,2,Cd+Cd,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IHOQAX,3,Au+Au+Cu,multi,0,,False,False,False,False,False,"4,4,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CIPJAO,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,5,5,5,5,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VUPKAV,2,Mn+Mn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOQJEH,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BURTIR,4,Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UNOTEX,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COKSOO,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIXKEO,2,Fe+Pt,multi,0,,False,False,False,False,False,"6,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MUVNAU,2,Ru+Ru,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GOJHEV,7,Co+Co+Co+Co+Ru+Ru+Ru,multi,0,,False,False,False,False,False,"1,1,6,6,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DEQWOL,2,Ni+Ni,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEPYOP,12,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,2,2,2,2,4,4,6,6",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
GAHWER,3,Ru+Ru+Ru,multi,0,,False,False,False,False,False,"6,6,6",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
PECTEZ,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUSZUC,12,Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6,6,6,6,6",",,,,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
BIDCUN,3,Fe+Fe+Pd,multi,0,,False,False,False,False,False,"0,0,2",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
