refcode,metal_count,metals,candidate_type,bridge_count,bridge_types,has_mu2,has_mu3,has_mu4_or_higher,has_metal_metal_contact,has_direct_MM_bond,local_CNs,local_shapes,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
HOGXEK,2,Au+Au,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TULGUF,2,Ir+Ir,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOZCUQ,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
VIKRUE,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OFAJEM,4,Co+Co+Co+Co,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOTCAQ,7,Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6",",,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
KEPNAX04,5,Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,2,4,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUBQET,4,Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WICJOI,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEQXOM,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUFWOR,20,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_20,medium
DIHTEW,6,Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,2,4,4,4,4",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
WILMUZ,2,Y+Y,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VUZLOT04,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"1,1,1,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOJHUA,2,Ru+Ru,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
RUKVID,4,Fe+Fe+Mn+Mn,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUGLYM23,2,Cu+Cu,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QIZVED,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOTXAG,4,La+La+La+La,multi,0,,False,False,False,False,False,"1,1,10,2",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VOYDOE,3,Fe+Mo+Mo,multi,0,,False,False,False,False,False,"0,5,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KAJPIW,5,Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"6,6,6,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GICDUT,2,Zn+Zn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUFKAQ,2,Mn+Mo,multi,0,,False,False,False,False,False,"6,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ECOMAM,3,Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PILWIS,8,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,1,1,1,1,5,5",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOHLIU,132,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_132,medium
DUGZUE,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WOMCOS,16,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_16,medium
FILZAF,2,Ni+Ni,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HEYHOJ,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
QABZUS,2,Zn+Zn,multi,0,,False,False,False,False,False,"1,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LAZLIJ,5,Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JATWAG,9,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,1,1,2,2,3,4,4",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MPNCNI01,2,Ni+Ni,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MAVJUP,2,Ag+Ag,multi,0,,False,False,False,False,False,"1,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DULNEG,2,Ru+Ru,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
MOJDIA,18,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
VARYOD,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HAXSUW,2,Cu+Cu,multi,0,,False,False,False,False,False,"2,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NAMROL,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEJVOS,2,Tc+Tc,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FIQYOV,7,Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,2,5,5",",,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
FAHYOE,2,Ru+Ru,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OSACIV,18,Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_18,medium
BAJMUX,2,Zn+Zn,multi,0,,False,False,False,False,False,"3,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NADVOF,2,Mo+Mo,multi,0,,False,False,False,False,False,"6,6",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
IYOTOI,2,Mn+Mn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JUGHIG,43,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_43,medium
JUTSAS,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
BEPDAB,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
TAWWOG,9,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,2,4,4,4,6",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEVKEB,2,Pt+Pt,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IZUSEB,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LOHTIP,4,Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,1,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUZFAE,2,Ni+Ni,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUXGUZ,3,Os+Os+Os,multi,0,,False,False,False,False,False,"5,5,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VICFIY,4,Co+Co+Co+Co,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
REKSUW,2,Cr+Cr,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HULBEV,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZITVEG,2,Ru+Ru,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BOXVOA,4,V+V+V+V,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DOMCAM,5,Fe+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"6,1,1,1,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GIQXAG,6,La+La+La+La+Ru+Ru,multi,0,,False,False,False,False,False,"1,1,1,8,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAVJUL,2,Mn+Mn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AZISEI,3,Fe+Ru+Ru,multi,0,,False,False,False,False,False,"4,3,3",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AQIFIS,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAQVUP,3,Mn+Mn+Ni,multi,0,,False,False,False,False,False,"2,7,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUQXUU,8,Ru+Ru+Ru+Ru+Ru+Ru+Ru+Ru,multi,0,,False,False,False,False,False,"7,7,7,7,7,7,7,7",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DOQROQ,6,Mn+Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,2,2,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XIBBUF,4,Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,7,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GOGWIM,6,Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,1,1,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WABVIF05,5,Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WUZNEM,5,Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,5,5,5,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LAXBOD,12,Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4,4,4,4,4",",,,,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AFUKUI,2,Cu+Cu,multi,0,,False,False,False,False,False,"1,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VORGIW,2,Y+Y,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
KICCUY,13,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_13,medium
NITTIW,2,Ru+Ru,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NUZWEM,4,Cu+Cu+V+V,multi,0,,False,False,False,False,False,"5,5,4,4",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
TOHJUX,5,Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,"1,1,2,2,2",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUXQOA,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUNCOG,8,Co+Co+Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,2,3,6,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WALROS,4,Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"4,4,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZULLUP,36,Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au+Au,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_36,medium
VAGWUY,2,Ni+Ni,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DEFHEE,4,Ru+Ru+Ru+Ru,multi,0,,False,False,False,False,False,"3,3,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KOYZED,2,Au+Au,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ELIJUF,5,Y+Y+Y+Y+Y,multi,0,,False,False,False,False,False,"1,1,1,1,8",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QUNGIQ,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XAMTAK,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TEDMEX,7,Mn+Mn+Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,2,2,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EDELUX03,3,Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUMPUM,2,Co+Co,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XULPEZ,2,Ag+Ag,multi,0,,False,False,False,False,False,"1,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOCWUK,51,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_51,medium
VIGHAU,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UTEWOG,17,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_17,medium
NUTZOT,3,La+Zn+Zn,multi,0,,False,False,False,False,False,"10,5,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EGITOH,10,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,1,2,2,2,2,6,6,7",",,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ROSROK,4,Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GUYCEI,5,Cu+Fe+Fe+Pt+Pt,multi,0,,False,False,False,False,False,"0,0,0,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZAZVEF,3,Hg+Hg+Hg,multi,0,,False,False,False,False,False,"2,2,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VOFXIA,2,Zn+Zn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VEDFUJ,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIKMOP,2,Ru+Ru,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YIHZAR,2,Mn+Mn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SAJYIM,7,V+V+V+V+V+V+V,multi,0,,False,False,False,False,False,"1,1,2,2,4,5,5",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RAVGAY,6,Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,1,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZONMUO,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AHAYOX01,9,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4,4",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XAGTEG,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DOSQIN,2,Tc+Tc,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
ICIVUN,2,Rh+Rh,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FEYLIH,4,Nb+Nb+Ti+Ti,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JIXPIQ,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
USUQEF,4,Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
ASPTCO,15,Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt+Pt,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_15,medium
CACYUA10,2,Co+Co,multi,0,,False,False,False,False,False,"1,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TAMYEL,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"6,6,6,6,6,6,6,6",",,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
EKIQAR,2,La+La,multi,0,,False,False,False,False,False,"9,9",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FIJYEG,2,Ru+Ru,multi,0,,False,False,False,False,False,"7,7",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
PALSUR,2,Ti+Ti,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BAQPEQ,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GENDEL,32,Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_32,medium
OHUGUU03,2,Cu+Cu,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
OGEFOZ,3,Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,2,8",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZANWIX,2,Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
ADOWEY,30,Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_30,medium
YAHQEE,5,Mn+Mn+Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,6,6,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
UXOXIQ,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SOLZOM,5,Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,4,4,4",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HAGVAN,4,Pt+Pt+Pt+Pt,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FONPUW,7,Ni+Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,1,6,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XEJROU,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
