refcode,metal,haptic_class,eta_values_detected,site_types,n_sites,contains_eta2,contains_eta3,contains_eta4,contains_eta5,contains_eta6,contains_mixed_eta_eta1,CNsite,eta_sum,parse_valid,roundtrip_valid,atom_order_invariant,site_atom_order_invariant,ligand_order_invariant,site_detection_valid,eta_assignment_valid,centroid_serialization_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
POSXEB,Ru,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZIGXOE,Zr,eta1,"1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOQVOF,Y,eta1,"1,1,1,1,1,1,1,1,1,1",atom,11,False,False,False,False,False,False,11,11,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
DIVDOE,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
LILPEC,Ir,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
TAZYAU,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
TALKUM,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JILKEX,Rh,eta1,"1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIDQEC,Re,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
VULPOK,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIYHAI,Zr,eta1,"1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NODQAB,Ru,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIQKEH,Co,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
IKOSIM,Fe,eta1,"1,1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RAVCIA,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RARGUQ,Ni,eta1,"1,1,1,1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ELUVUC01,Y,eta1,"1,1,1,1,1,1,1,1,1,1,1,1,1,1",atom,15,False,False,False,False,False,False,15,15,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QUZWAN,Ir,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIKPIM,Ir,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
XAJREJ,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEYCUW,Zr,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
XUQLAW,Ru,eta1,"1,1,1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
DECPAE,Rh,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FIYLAC,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FEYZAK,Pd,eta1,"1,1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUBREB,W,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
TIMTAO,Ir,eta1,"1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
IXUQIB,Ti,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JUPCEC,Fe,eta1,"1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QIJDUI,Mo,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KOJMUS01,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOLYEV,Ti,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JAGVOF,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
YIYBOY,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
UJAHES,Mo,eta1,"1,1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
VIRHIO,Ru,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAQZUX,Au,eta1,"1,1",atom,3,False,False,False,False,False,False,3,3,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
GOGSUR,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIKTAJ,Mo,eta1,"1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
DEHNAH,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
WAKDET,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QEXFIL,Ru,eta1,"1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KUNMIS,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
OSERIO,Mo,eta1,"1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEQVUF,Ta,eta1,"1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
IPEMIZ,Cr,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
DARXIF,Sc,eta1,"1,1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NONWAQ,Zr,eta1,"1,1,1,1,1,1,1,1,1,1,1,1",atom,13,False,False,False,False,False,False,13,13,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUNHEC,Fe,eta1,"1,1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BUXTUK,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
COMYAF,Hf,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FOYTUL,Mo,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NEFTAV,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BOHYUS,Cr,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUHBAV,Zr,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
REHZUC,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
YAFGET,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BEJXAR,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZEGTUA,Mo,eta1,"1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
OMAPUO,Os,eta1,"1,1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
INIKIB,Pt,eta1,"1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
WAPJAY,Co,eta1,"1,1,1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PUKWAT,Ru,eta1,"1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
TIWPUL,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
XUSQAF,Cr,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZOPTIJ,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CERMUL,W,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BISQEZ,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
HEXREH,W,eta1,"1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FUHGOG,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QOMJUX,Mo,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
LUVTOM,Zr,eta1,"1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
IWIJAA,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JUQGAD,Ti,eta1,"1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BAFDUK,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RODSAH,Ti,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
HEXFOH,Rh,eta1,"1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
YEDMOL,Zr,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
WAQNAD,Zr,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIYQUK,Cu,eta1,"1,1",atom,4,False,False,False,False,False,False,4,4,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
LIBROE,Ir,eta1,"1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QAZLEK,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RICMIZ,Pd,eta1,"1,1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
UBONOR,Ru,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOKWUS,Ir,eta1,"1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SIVTOI,Pd,eta1,"1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NEKKAP,Ti,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
XALZAO,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
EZAMEX,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZAJPEJ,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QAWCUM,Ru,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CENVOI,Ru,eta1,"1,1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NEFLOB,Zr,eta1,"1,1,1,1,1,1,1,1,1,1,1,1,1",atom,14,False,False,False,False,False,False,14,14,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BEJROX,Ru,eta1,"1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PAVFUN,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JITZER,Os,eta1,"1,1,1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KELTIF,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SOKVIA,Cu,eta1,"1,1",atom,4,False,False,False,False,False,False,4,4,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
LUFYET,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUPPUC,Ir,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
VOSLUK11,Ti,eta1,"1,1,1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
HOVZUO,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
WEJROU,Co,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QOXXUY,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MAMTOK,Rh,eta1,"1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BIKKUC,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
LIVWIW,Co,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUFVIF,Ir,eta1,"1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
OBEKEO,Pd,eta1,"1,1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
YIQROF,Mn,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
WAGYOS,Rh,eta1,"1,1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KAHHAE,Co,eta1,"1,1,1,1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ROBLOL,Cu,eta1,"1,1,1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NEFFEL,Hf,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SELVIR,Ru,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
APUKUT,Zr,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BIQZOU,Ir,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SAWNUA,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
UPOHEN,Mo,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RETLAG,W,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RUQWEF,Ru,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NARBEP,Rh,eta1,"1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MEVWIX,Mo,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FUTZAV01,Rh,eta1,"1,1,1,1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RHCBPP10,Rh,eta1,"1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
IGUHIB,Ta,eta1,"1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
OGECOW,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BEQTIA,Cr,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
DIJBOR,Nb,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZAHVOW,Rh,eta1,"1,1,1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QEPDIZ,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
QAVRIP,Rh,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
TURFES,Ag,eta1,"1,1,1",atom,4,False,False,False,False,False,False,4,4,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
WAWGEG,W,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIQZOH,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CPHFPC10,Co,eta1,"1,1,1,1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZODFED,Ta,eta1,"1,1,1,1,1,1,1,1,1",atom,11,False,False,False,False,False,False,11,11,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CUKHAT,Rh,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZAFWIM,Ti,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
UCEBOT,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KOHBIS10,W,eta1,"1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUYCUR,Ru,eta1,"1,1,1,1,1,1,1,1,1,1,1",atom,11,False,False,False,False,False,False,11,11,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MEHPOF,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PECMIU,Fe,eta1,"1,1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEBKOM,Y,eta1,"1,1,1,1,1,1,1,1,1,1,1,1,1",atom,14,False,False,False,False,False,False,14,14,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEPYUR,W,eta1,1,atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ILAWIF,La,eta1,"1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
VORJAN,Ru,eta1,"1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
XUMXUB,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,11,False,False,False,False,False,False,11,11,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAZGIX,Cr,eta1,"1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
UBITOR,Ru,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FAQDIL,Ti,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KANPUK,W,eta1,"1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIXVUN,Cr,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
GUSJEM,Ni,eta1,"1,1,1",atom,5,False,False,False,False,False,False,5,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
PEMYAK,Mn,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JERXEN,Re,eta1,"1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIMPEE,Ti,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
IKUFOL,Ru,eta1,"1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
JAGHOT01,Ru,eta1,"1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MUCWEO,Ir,eta1,"1,1",atom,7,False,False,False,False,False,False,7,7,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
GIRLOL,Pt,eta1,"1,1,1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
MEBPOY,Fe,eta1,"1,1",atom,6,False,False,False,False,False,False,6,6,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
COXXES,Re,eta1,"1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
NIRLUW,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
FEHCIF,Cr,eta1,"1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
VILSUE,Ru,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZIKKOV,Fe,eta1,"1,1,1,1,1",atom,8,False,False,False,False,False,False,8,8,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
BEKHUY,Zr,eta1,"1,1,1,1,1,1,1,1,1,1",atom,12,False,False,False,False,False,False,12,12,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIQZEX,Fe,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
XEYFIQ,Co,eta1,"1,1,1,1,1,1,1,1,1,1",atom,10,False,False,False,False,False,False,10,10,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
SELHUM,Ru,eta1,"1,1,1,1,1,1,1,1",atom,9,False,False,False,False,False,False,9,9,True,True,True,True,True,True,True,True,True,True,True,True,True,,,low
